,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,movieId,tmdbId,link,ml_title,ml_genres,ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Kraj produkcji,Gatunek,Data,Rok,OcenaImdb,genre_eng,similarity,diff,averageRating_int
tt1815862,movie,After Earth,After Earth,0,2013,\N,100,"Action,Adventure,Drama",4.8,184994,102880,82700,https://www.imdb.com/title/tt1815862/,1815862,82700,602585,1000 lat po Ziemi,After Earth,2013,0,6,USA,"Przygodowy, Sci-Fi",2013-9-18,2013,3.0,"przygodowy, sci-fi",0,1.2000000000000002,5
tt1817273,movie,The Place Beyond the Pines,The Place Beyond the Pines,0,2012,\N,140,"Crime,Drama,Thriller",7.3,232009,101525,97367,https://www.imdb.com/title/tt1817273/,1817273,97367,614352,Drugie oblicze,The Place Beyond the Pines,2012,0,5,USA,"Dramat, Kryminał",2013-9-10,2013,2.5,"drama, crime",0,-2.3,7
tt1825683,movie,Black Panther,Black Panther,0,2018,\N,134,"Action,Adventure,Sci-Fi",7.3,556183,122906,284054,https://www.imdb.com/title/tt1825683/,1825683,284054,594358,Czarna Pantera,Black Panther,2018,0,6,"Australia, RPA, USA, Korea Południowa","Akcja, Sci-Fi",2018-2-21,2018,3.0,"action, sci-fi",0,-1.2999999999999998,7
tt1840309,movie,Divergent,Divergent,0,2014,\N,139,"Action,Adventure,Mystery",6.7,407007,108190,157350,https://www.imdb.com/title/tt1840309/,1840309,157350,629764,Niezgodna,Divergent,2014,0,5,USA,"Akcja, Sci-Fi",2014-7-26,2014,2.5,"action, sci-fi",0,-1.7000000000000002,7
tt1840417,movie,The Words,The Words,0,2012,\N,102,"Drama,Mystery,Romance",7.0,71627,96567,83686,https://www.imdb.com/title/tt1840417/,1840417,83686,617120,Między wierszami,The Words,2012,0,6,USA,Dramat,2013-5-24,2013,3.0,drama,0,-1.0,7
tt1843866,movie,Captain America: The Winter Soldier,Captain America: The Winter Soldier,0,2014,\N,136,"Action,Adventure,Sci-Fi",7.7,691269,110102,100402,https://www.imdb.com/title/tt1843866/,1843866,100402,615202,Kapitan Ameryka: Zimowy Żołnierz,Captain America: The Winter Soldier,2014,0,5,USA,"Akcja, Sci-Fi",2014-7-31,2014,2.5,"action, sci-fi",0,-2.7,8
tt1853728,movie,Django Unchained,Django Unchained,0,2012,\N,165,"Drama,Western",8.4,1256080,99114,68718,https://www.imdb.com/title/tt1853728/,1853728,68718,620541,Django,Django Unchained,2012,0,6,USA,Western,2013-2-4,2013,3.0,western,0,-2.4000000000000004,8
tt1853739,movie,You're Next,You're Next,0,2011,\N,95,"Horror,Mystery,Thriller",6.5,82265,104457,83899,https://www.imdb.com/title/tt1853739/,1853739,83899,621733,Następny jesteś ty,You're Next,2011,0,5,"USA, Wielka Brytania",Horror,2014-1-16,2014,2.5,horror,0,-1.5,6
tt1855199,movie,End of Watch,End of Watch,0,2012,\N,109,"Action,Crime,Drama",7.6,216377,96811,77016,https://www.imdb.com/title/tt1855199/,1855199,77016,624792,Bogowie ulicy,End of Watch,2012,0,7,USA,"Kryminał, Thriller",2012-12-27,2012,3.5,"crime, thriller",0,-0.5999999999999996,8
tt1855325,movie,Resident Evil: Retribution,Resident Evil: Retribution,0,2012,\N,95,"Action,Horror,Sci-Fi",5.4,127428,96691,71679,https://www.imdb.com/title/tt1855325/,1855325,71679,593957,Resident Evil: Retrybucja,Resident Evil: Retribution,2012,0,2,"Francja, Kanada, Niemcy, USA","Horror, Akcja",2012-12-19,2012,1.0,"horror, action",0,-3.4000000000000004,5
tt1859650,movie,To Rome with Love,To Rome with Love,0,2012,\N,112,"Comedy,Music,Romance",6.3,80801,95201,81836,https://www.imdb.com/title/tt1859650/,1859650,81836,616141,Zakochani w Rzymie,To Rome with Love,2012,0,6,"Hiszpania, USA, Włochy",Komedia rom.,2012-9-5,2012,3.0,komedia rom.,0,-0.2999999999999998,6
tt1866249,movie,The Sessions,The Sessions,0,2012,\N,95,"Biography,Comedy,Drama",7.2,40240,97870,113947,https://www.imdb.com/title/tt1866249/,1866249,113947,524303,Sesje,The Sessions,2012,0,8,USA,"Dramat, Komedia, Romans",2013-2-5,2013,4.0,"drama, comedy, romance",0,0.7999999999999998,7
tt1872181,movie,The Amazing Spider-Man 2,The Amazing Spider-Man 2,0,2014,\N,142,"Action,Adventure,Sci-Fi",6.6,398070,110553,102382,https://www.imdb.com/title/tt1872181/,1872181,102382,622028,Niesamowity Spider-Man 2,The Amazing Spider-Man 2,2014,0,3,USA,"Akcja, Sci-Fi",2014-7-21,2014,1.5,"action, sci-fi",0,-3.5999999999999996,7
tt1872194,movie,The Judge,The Judge,0,2014,\N,141,"Crime,Drama",7.4,167005,115170,205587,https://www.imdb.com/title/tt1872194/,1872194,205587,630714,Sędzia,The Judge,2014,0,6,USA,"Dramat, Kryminał",2015-1-4,2015,3.0,"drama, crime",0,-1.4000000000000004,7
tt1877832,movie,X-Men: Days of Future Past,X-Men: Days of Future Past,0,2014,\N,132,"Action,Adventure,Sci-Fi",8.0,634452,111362,127585,https://www.imdb.com/title/tt1877832/,1877832,127585,630808,"X-Men: Przeszłość, która nadejdzie",X-Men: Days of Future Past,2014,0,6,"USA, Wielka Brytania","Akcja, Sci-Fi",2014-6-23,2014,3.0,"action, sci-fi",0,-2.0,8
tt1893256,movie,Redemption,Hummingbird,0,2013,\N,100,"Action,Drama,Thriller",6.2,62725,103366,136418,https://www.imdb.com/title/tt1893256/,1893256,136418,639250,Koliber,Hummingbird,2013,0,3,"USA, Wielka Brytania","Dramat, Sensacyjny",2013-9-18,2013,1.5,"drama, sensacyjny",0,-3.2,6
tt1899353,movie,The Raid: Redemption,Serbuan maut,0,2011,\N,101,"Action,Thriller",7.6,180080,93838,94329,https://www.imdb.com/title/tt1899353/,1899353,94329,629688,Raid,Serbuan maut,2011,0,6,"Francja, USA, Indonezja",Akcja,2013-1-29,2013,3.0,action,0,-1.5999999999999996,8
tt1911644,movie,The Call,The Call,0,2013,\N,94,"Crime,Drama,Horror",6.7,106123,101360,158011,https://www.imdb.com/title/tt1911644/,1911644,158011,636531,Połączenie,The Call,2013,0,7,USA,Thriller,2013-7-20,2013,3.5,thriller,0,0.2999999999999998,7
tt1924394,movie,The Angels' Share,The Angels' Share,0,2012,\N,101,"Comedy,Crime,Drama",7.0,22217,95939,103747,https://www.imdb.com/title/tt1924394/,1924394,103747,624521,Whisky dla aniołów,The Angels' Share,2012,0,7,"Belgia, Francja, Wielka Brytania, Włochy","Dramat, Komedia",2013-2-22,2013,3.5,"drama, comedy",0,0.0,7
tt1924396,movie,The Best Offer,La migliore offerta,0,2013,\N,131,"Crime,Drama,Mystery",7.8,99213,103235,152742,https://www.imdb.com/title/tt1924396/,1924396,152742,624525,Koneser,La migliore offerta,2013,0,6,Włochy,Dramat,2013-12-7,2013,3.0,drama,0,-1.7999999999999998,8
tt1924429,movie,Trance,Trance,0,2013,\N,101,"Crime,Drama,Mystery",6.9,106534,101741,68727,https://www.imdb.com/title/tt1924429/,1924429,68727,624882,Trans,Trance,2013,0,3,"Francja, Wielka Brytania","Kryminał, Thriller",2013-7-18,2013,1.5,"crime, thriller",0,-3.9000000000000004,7
tt1924435,movie,Let's Be Cops,Let's Be Cops,0,2014,\N,104,"Action,Comedy,Crime",6.4,123442,113453,193893,https://www.imdb.com/title/tt1924435/,1924435,193893,684901,Udając gliniarzy,Let's Be Cops,2014,0,3,USA,"Komedia, Akcja",2014-11-10,2014,1.5,"comedy, action",0,-3.4000000000000004,6
tt1931533,movie,Seven Psychopaths,Seven Psychopaths,0,2012,\N,110,"Comedy,Crime",7.2,228438,97306,86838,https://www.imdb.com/title/tt1931533/,1931533,86838,624742,7 psychopatów,Seven Psychopaths,2012,0,8,Wielka Brytania,Komedia kryminalna,2013-4-13,2013,4.0,komedia kryminalna,0,0.7999999999999998,7
tt1935179,movie,Mud,Mud,0,2012,\N,130,Drama,7.4,159621,102194,103731,https://www.imdb.com/title/tt1935179/,1935179,103731,629779,Uciekinier,Mud,2012,0,6,USA,Dramat,2013-10-6,2013,3.0,drama,0,-1.4000000000000004,7
tt1937133,movie,On the Other Side of the Tracks,De l'autre côté du périph,0,2012,\N,96,"Action,Comedy,Crime",5.8,4483,109241,146375,https://www.imdb.com/title/tt1937133/,1937133,146375,643855,Nieobliczalni,De l'autre côté du périph,2012,0,4,Francja,"Akcja, Komedia kryminalna",2013-10-13,2013,2.0,"action, komedia kryminalna",0,-1.7999999999999998,6
tt1951264,movie,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,0,2013,\N,146,"Action,Adventure,Sci-Fi",7.5,586140,106487,101299,https://www.imdb.com/title/tt1951264/,1951264,101299,627599,Igrzyska śmierci: W pierścieniu ognia,The Hunger Games: Catching Fire,2013,0,6,USA,"Akcja, Sci-Fi",2014-3-21,2014,3.0,"action, sci-fi",0,-1.5,8
tt1959490,movie,Noah,Noah,0,2014,\N,138,"Action,Adventure,Drama",5.8,233300,110127,86834,https://www.imdb.com/title/tt1959490/,1959490,86834,622318,Noe: Wybrany przez Boga,Noah,2014,0,3,USA,"Dramat, Fantasy",2014-7-17,2014,1.5,"drama, fantasy",0,-2.8,6
tt1959563,movie,The Hitman's Bodyguard,The Hitman's Bodyguard,0,2017,\N,118,"Action,Comedy,Thriller",6.9,170411,175661,390043,https://www.imdb.com/title/tt1959563/,1959563,390043,663259,Bodyguard Zawodowiec,The Hitman's Bodyguard,2017,0,6,"Chiny, Holandia, USA, Bułgaria","Komedia, Akcja",2017-12-23,2017,3.0,"comedy, action",0,-0.9000000000000004,7
tt1972571,movie,A Most Wanted Man,A Most Wanted Man,0,2014,\N,122,"Crime,Drama,Thriller",6.8,69160,112940,157849,https://www.imdb.com/title/tt1972571/,1972571,157849,627173,Bardzo poszukiwany człowiek,A Most Wanted Man,2014,0,7,"Niemcy, USA, Wielka Brytania",Thriller,2014-8-26,2014,3.5,thriller,0,0.20000000000000018,7
tt1974419,movie,The Neon Demon,The Neon Demon,0,2016,\N,117,"Horror,Thriller",6.2,76203,155064,301365,https://www.imdb.com/title/tt1974419/,1974419,301365,677753,Neon Demon,The Neon Demon,2016,0,8,"Dania, Francja, USA",Thriller,2017-1-30,2017,4.0,thriller,0,1.7999999999999998,6
tt1980209,movie,Pain & Gain,Pain & Gain,0,2013,\N,129,"Action,Comedy,Crime",6.4,191579,102033,134374,https://www.imdb.com/title/tt1980209/,1980209,134374,627751,Sztanga i cash,Pain & Gain,2013,0,4,USA,"Akcja, Komedia kryminalna",2013-12-7,2013,2.0,"action, komedia kryminalna",0,-2.4000000000000004,6
tt1981115,movie,Thor: The Dark World,Thor: The Dark World,0,2013,\N,112,"Action,Adventure,Fantasy",6.9,560170,106072,76338,https://www.imdb.com/title/tt1981115/,1981115,76338,622564,Thor: Mroczny świat,Thor: The Dark World,2013,0,4,USA,"Fantasy, Przygodowy",2014-2-3,2014,2.0,"fantasy, przygodowy",0,-2.9000000000000004,7
tt1990314,movie,Robot & Frank,Robot & Frank,0,2012,\N,89,"Comedy,Crime,Drama",7.1,60017,96655,84329,https://www.imdb.com/title/tt1990314/,1990314,84329,628396,Robot i Frank,Robot & Frank,2012,0,5,USA,"Dramat, Sci-Fi, Komedia kryminalna",2013-1-28,2013,2.5,"drama, sci-fi, komedia kryminalna",0,-2.0999999999999996,7
tt2005151,movie,War Dogs,War Dogs,0,2016,\N,114,"Biography,Comedy,Crime",7.1,161641,161131,308266,https://www.imdb.com/title/tt2005151/,2005151,308266,731322,Rekiny wojny,War Dogs,2016,0,4,USA,Komedia,2016-11-27,2016,2.0,comedy,0,-3.0999999999999996,7
tt2023690,movie,Sightseers,Sightseers,0,2012,\N,88,"Adventure,Comedy,Crime",6.5,25366,100159,117974,https://www.imdb.com/title/tt2023690/,2023690,117974,641987,Turyści,Sightseers,2012,0,3,Wielka Brytania,Czarna komedia,2013-7-20,2013,1.5,czarna komedia,0,-3.5,6
tt2042568,movie,Inside Llewyn Davis,Inside Llewyn Davis,0,2013,\N,104,"Comedy,Drama,Music",7.5,127862,106766,86829,https://www.imdb.com/title/tt2042568/,2042568,86829,633150,"Co jest grane, Davis?",Inside Llewyn Davis,2013,0,7,"Francja, USA, Wielka Brytania","Dramat, Muzyczny",2014-7-17,2014,3.5,"drama, muzyczny",0,-0.5,8
tt2053425,movie,Rust and Bone,De rouille et d'os,0,2012,\N,120,"Drama,Romance",7.5,60134,97024,97365,https://www.imdb.com/title/tt2053425/,2053425,97365,653607,Rust and Bone,De rouille et d'os,2012,0,8,"Belgia, Francja",Melodramat,2013-4-19,2013,4.0,melodramat,0,0.5,8
tt2053463,movie,Side Effects,Side Effects,0,2013,\N,106,"Crime,Drama,Mystery",7.1,171984,100383,109421,https://www.imdb.com/title/tt2053463/,2053463,109421,635084,Panaceum,Side Effects,2013,0,6,USA,Thriller,2013-9-26,2013,3.0,thriller,0,-1.0999999999999996,7
tt2063781,movie,Smashed,Smashed,0,2012,\N,81,Drama,6.8,15884,97904,84341,https://www.imdb.com/title/tt2063781/,2063781,84341,634516,Wyjść na prostą,Smashed,2012,0,6,USA,"Dramat, Komedia",2013-3-9,2013,3.0,"drama, comedy",0,-0.7999999999999998,7
tt2084970,movie,The Imitation Game,The Imitation Game,0,2014,\N,114,"Biography,Drama,Thriller",8.0,638038,116797,205596,https://www.imdb.com/title/tt2084970/,2084970,205596,644005,Gra tajemnic,The Imitation Game,2014,0,5,USA,"Biograficzny, Dramat",2015-6-23,2015,2.5,"biographic, drama",0,-3.0,8
tt2096672,movie,Dumb and Dumber To,Dumb and Dumber To,0,2014,\N,109,Comedy,5.6,121890,116977,100042,https://www.imdb.com/title/tt2096672/,2096672,100042,663821,Głupi i głupszy bardziej,Dumb and Dumber To,2014,0,3,USA,Komedia,2015-1-12,2015,1.5,comedy,0,-2.5999999999999996,6
tt2096673,movie,Inside Out,Inside Out,0,2015,\N,95,"Adventure,Animation,Comedy",8.2,559991,134853,150540,https://www.imdb.com/title/tt2096673/,2096673,150540,682170,W głowie się nie mieści,Inside Out,2015,0,7,USA,"Animacja, Komedia",2018-7-24,2018,3.5,"animacja, comedy",0,-1.1999999999999993,8
tt2103281,movie,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,0,2014,\N,130,"Action,Adventure,Drama",7.6,397125,112623,119450,https://www.imdb.com/title/tt2103281/,2103281,119450,644064,Ewolucja planety małp,Dawn of the Planet of the Apes,2014,0,6,USA,"Dramat, Akcja, Sci-Fi",2014-7-16,2014,3.0,"drama, action, sci-fi",0,-1.5999999999999996,8
tt2109248,movie,Transformers: Age of Extinction,Transformers: Age of Extinction,0,2014,\N,165,"Action,Adventure,Sci-Fi",5.6,288434,112370,91314,https://www.imdb.com/title/tt2109248/,2109248,91314,645955,Transformers: Wiek zagłady,Transformers: Age of Extinction,2014,0,7,"Chiny, USA","Akcja, Sci-Fi",2014-9-21,2014,3.5,"action, sci-fi",0,1.4000000000000004,6
tt2118624,movie,The Final Girls,The Final Girls,0,2015,\N,88,"Comedy,Drama,Fantasy",6.6,31473,130686,293970,https://www.imdb.com/title/tt2118624/,2118624,293970,713866,Dziewczyny śmierci,The Final Girls,2015,0,6,USA,"Horror, Komedia",2018-9-22,2018,3.0,"horror, comedy",0,-0.5999999999999996,7
tt2119532,movie,Hacksaw Ridge,Hacksaw Ridge,0,2016,\N,139,"Biography,Drama,History",8.1,387603,163645,324786,https://www.imdb.com/title/tt2119532/,2119532,324786,658802,Przełęcz ocalonych,Hacksaw Ridge,2016,0,4,"Australia, USA","Biograficzny, Dramat, Wojenny",2017-9-26,2017,2.0,"biographic, drama, war",0,-4.1,8
tt2125608,movie,Searching for Sugar Man,Searching for Sugar Man,0,2012,\N,86,"Biography,Documentary,Music",8.2,60017,96488,84334,https://www.imdb.com/title/tt2125608/,2125608,84334,644473,Sugar Man,Searching for Sugar Man,2012,0,9,"Szwecja, Wielka Brytania","Biograficzny, Dokumentalny, Muzyczny",2013-7-29,2013,4.5,"biographic, documentary, muzyczny",0,0.8000000000000007,8
tt2140379,movie,Self/less,Self/less,0,2015,\N,117,"Action,Mystery,Sci-Fi",6.5,83805,135518,238615,https://www.imdb.com/title/tt2140379/,2140379,238615,686639,Klucz do wieczności,Self/less,2015,0,5,USA,"Thriller, Sci-Fi",2015-9-9,2015,2.5,"thriller, sci-fi",0,-1.5,6
tt2140479,movie,The Accountant,The Accountant,0,2016,\N,128,"Action,Crime,Drama",7.3,241731,162606,302946,https://www.imdb.com/title/tt2140479/,2140479,302946,728399,Księgowy,The Accountant,2016,0,7,USA,"Dramat, Sensacyjny",2016-10-31,2016,3.5,"drama, sensacyjny",0,-0.2999999999999998,7
tt2170593,movie,St. Vincent,St. Vincent,0,2014,\N,102,"Comedy,Drama",7.2,91053,115231,239563,https://www.imdb.com/title/tt2170593/,2170593,239563,662081,Mów mi Vincent,St. Vincent,2014,0,6,USA,Komedia,2014-12-1,2014,3.0,comedy,0,-1.2000000000000002,7
tt2172584,movie,Maps to the Stars,Maps to the Stars,0,2014,\N,111,"Comedy,Drama",6.2,35833,112070,157851,https://www.imdb.com/title/tt2172584/,2172584,157851,671888,Mapy gwiazd,Maps to the Stars,2014,0,7,"Francja, Kanada, Niemcy, USA",Dramat,2014-10-11,2014,3.5,drama,0,0.7999999999999998,6
tt2172934,movie,3 Days to Kill,3 Days to Kill,0,2014,\N,117,"Action,Drama,Thriller",6.2,83299,109569,192102,https://www.imdb.com/title/tt2172934/,2172934,192102,656289,72 godziny,3 Days to Kill,2014,0,3,"Francja, USA",Sensacyjny,2014-8-18,2014,1.5,sensacyjny,0,-3.2,6
tt2172985,movie,The Art of the Steal,The Art of the Steal,0,2013,\N,90,"Comedy,Crime,Thriller",6.3,22468,108949,209247,https://www.imdb.com/title/tt2172985/,2172985,209247,643915,Sztuka kradzieży,The Art of the Steal,2013,0,7,"Kanada, USA",Komedia kryminalna,2014-7-17,2014,3.5,komedia kryminalna,0,0.7000000000000002,6
tt2179136,movie,American Sniper,American Sniper,0,2014,\N,133,"Action,Biography,Drama",7.3,412436,114662,190859,https://www.imdb.com/title/tt2179136/,2179136,190859,656040,Snajper,American Sniper,2014,0,8,USA,"Biograficzny, Dramat, Wojenny",2015-2-15,2015,4.0,"biographic, drama, war",0,0.7000000000000002,7
tt2184339,movie,The Purge,The Purge,0,2013,\N,85,"Horror,Thriller",5.7,189714,103075,158015,https://www.imdb.com/title/tt2184339/,2184339,158015,643609,Noc oczyszczenia,The Purge,2013,0,4,"Francja, USA","Thriller, Sci-Fi",2013-11-12,2013,2.0,"thriller, sci-fi",0,-1.7000000000000002,6
tt2193215,movie,The Counselor,The Counselor,0,2013,\N,117,"Crime,Drama,Thriller",5.3,93333,105755,109091,https://www.imdb.com/title/tt2193215/,2193215,109091,646045,Adwokat,The Counselor,2013,0,3,"USA, Wielka Brytania","Dramat, Kryminał",2013-11-17,2013,1.5,"drama, crime",0,-2.3,5
tt2199571,movie,Run All Night,Run All Night,0,2015,\N,114,"Action,Drama,Thriller",6.6,96305,129937,241554,https://www.imdb.com/title/tt2199571/,2199571,241554,678657,Nocny pościg,Run All Night,2015,0,5,USA,"Dramat, Kryminał, Akcja",2015-4-21,2015,2.5,"drama, crime, action",0,-1.5999999999999996,7
tt2203939,movie,The Other Woman,The Other Woman,0,2014,\N,109,"Comedy,Romance",6.0,125354,110771,193610,https://www.imdb.com/title/tt2203939/,2203939,193610,687690,Inna kobieta,The Other Woman,2014,0,3,USA,Komedia,2014-9-16,2014,1.5,comedy,0,-3.0,6
tt2209764,movie,Transcendence,Transcendence,0,2014,\N,119,"Drama,Sci-Fi,Thriller",6.3,208256,110730,157353,https://www.imdb.com/title/tt2209764/,2209764,157353,670682,Transcendencja,Transcendence,2014,0,6,"Chiny, USA, Wielka Brytania","Dramat, Sci-Fi",2014-6-11,2014,3.0,"drama, sci-fi",0,-0.2999999999999998,6
tt2234155,movie,The Internship,The Internship,0,2013,\N,119,Comedy,6.3,182645,102481,116741,https://www.imdb.com/title/tt2234155/,2234155,116741,655221,Stażyści,The Internship,2013,0,5,USA,Komedia,2013-10-20,2013,2.5,comedy,0,-1.2999999999999998,6
tt2258345,movie,Fading Gigolo,Fading Gigolo,0,2013,\N,90,Comedy,6.2,22807,110718,214030,https://www.imdb.com/title/tt2258345/,2258345,214030,648127,Casanova po przejściach,Fading Gigolo,2013,0,6,USA,Komedia,2014-9-21,2014,3.0,comedy,0,-0.20000000000000018,6
tt2265398,movie,Drinking Buddies,Drinking Buddies,0,2013,\N,90,"Comedy,Drama,Romance",6.1,54266,103801,172533,https://www.imdb.com/title/tt2265398/,2265398,172533,660703,Kumple od kufla,Drinking Buddies,2013,0,6,USA,"Dramat, Komedia, Romans",2014-1-20,2014,3.0,"drama, comedy, romance",0,-0.09999999999999964,6
tt2267998,movie,Gone Girl,Gone Girl,0,2014,\N,149,"Drama,Mystery,Thriller",8.1,789003,112556,210577,https://www.imdb.com/title/tt2267998/,2267998,210577,695409,Zaginiona dziewczyna,Gone Girl,2014,0,7,USA,"Dramat, Thriller",2014-10-13,2014,3.5,"drama, thriller",0,-1.0999999999999996,8
tt2278388,movie,The Grand Budapest Hotel,The Grand Budapest Hotel,0,2014,\N,99,"Adventure,Comedy,Crime",8.1,654066,109374,120467,https://www.imdb.com/title/tt2278388/,2278388,120467,661817,Grand Budapest Hotel,The Grand Budapest Hotel,2014,0,8,"Niemcy, USA","Dramat, Komedia",2014-9-18,2014,4.0,"drama, comedy",0,-0.09999999999999964,8
tt2302755,movie,Olympus Has Fallen,Olympus Has Fallen,0,2013,\N,119,"Action,Thriller",6.5,244179,101362,117263,https://www.imdb.com/title/tt2302755/,2302755,117263,658833,Olimp w ogniu,Olympus Has Fallen,2013,0,4,USA,"Thriller, Akcja",2013-5-5,2013,2.0,"thriller, action",0,-2.5,6
tt2305051,movie,Wild,Wild,0,2014,\N,115,"Biography,Drama",7.1,113064,118900,228970,https://www.imdb.com/title/tt2305051/,2305051,228970,694545,Dzika droga,Wild,2014,0,7,USA,"Biograficzny, Dramat",2015-5-21,2015,3.5,"biographic, drama",0,-0.09999999999999964,7
tt2310332,movie,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,0,2014,\N,144,"Adventure,Fantasy",7.4,449176,118696,122917,https://www.imdb.com/title/tt2310332/,2310332,122917,662242,Hobbit: Bitwa Pięciu Armii,The Hobbit: The Battle of the Five Armies,2014,0,3,"Nowa Zelandia, USA","Fantasy, Przygodowy",2015-1-11,2015,1.5,"fantasy, przygodowy",0,-4.4,7
tt2316204,movie,Alien: Covenant,Alien: Covenant,0,2017,\N,122,"Horror,Sci-Fi,Thriller",6.4,235789,169984,126889,https://www.imdb.com/title/tt2316204/,2316204,126889,665400,Obcy: Przymierze,Alien: Covenant,2017,0,6,"USA, Wielka Brytania","Horror, Sci-Fi",2017-6-9,2017,3.0,"horror, sci-fi",0,-0.40000000000000036,6
tt2316411,movie,Enemy,Enemy,0,2013,\N,91,"Mystery,Thriller",6.9,150220,108729,181886,https://www.imdb.com/title/tt2316411/,2316411,181886,651383,Wróg,Enemy,2013,0,8,"Hiszpania, Kanada",Thriller,2014-12-6,2014,4.0,thriller,0,1.0999999999999996,7
tt2321549,movie,The Babadook,The Babadook,0,2014,\N,94,"Drama,Horror",6.8,180262,112515,242224,https://www.imdb.com/title/tt2321549/,2321549,242224,676364,Babadook,The Babadook,2014,0,6,"Australia, Kanada",Horror,2014-10-19,2014,3.0,horror,0,-0.7999999999999998,7
tt2326554,movie,A Girl Walks Home Alone at Night,A Girl Walks Home Alone at Night,0,2014,\N,101,"Drama,Horror",7.0,27807,118880,252171,https://www.imdb.com/title/tt2326554/,2326554,252171,666433,"O dziewczynie, która wraca nocą sama do domu",A Girl Walks Home Alone at Night,2014,0,6,USA,"Horror, Romans",2015-7-30,2015,3.0,"horror, romance",0,-1.0,7
tt2326612,movie,The Captive,The Captive,0,2014,\N,112,"Crime,Drama,Mystery",5.9,27998,114925,244761,https://www.imdb.com/title/tt2326612/,2326612,244761,663735,Pojmani,The Captive,2014,0,6,Kanada,Thriller,2015-5-25,2015,3.0,thriller,0,0.09999999999999964,6
tt2333784,movie,The Expendables 3,The Expendables 3,0,2014,\N,126,"Action,Adventure,Thriller",6.1,160421,112897,138103,https://www.imdb.com/title/tt2333784/,2333784,138103,663958,Niezniszczalni 3,The Expendables 3,2014,0,5,"Francja, USA, Bułgaria",Akcja,2014-8-17,2014,2.5,action,0,-1.0999999999999996,6
tt2333804,movie,The Zero Theorem,The Zero Theorem,0,2013,\N,107,"Comedy,Drama,Fantasy",6.1,43160,109187,157834,https://www.imdb.com/title/tt2333804/,2333804,157834,663000,Teoria wszystkiego,The Zero Theorem,2013,0,3,"Francja, USA, Wielka Brytania, Rumunia","Dramat, Fantasy",2014-9-13,2014,1.5,"drama, fantasy",0,-3.0999999999999996,6
tt2334879,movie,White House Down,White House Down,0,2013,\N,131,"Action,Drama,Thriller",6.4,196641,103339,117251,https://www.imdb.com/title/tt2334879/,2334879,117251,654022,Świat w płomieniach,White House Down,2013,0,5,USA,"Thriller, Akcja",2013-10-13,2013,2.5,"thriller, action",0,-1.4000000000000004,6
tt2345567,movie,Haunter,Haunter,0,2013,\N,97,"Fantasy,Horror,Mystery",5.9,15840,107436,166271,https://www.imdb.com/title/tt2345567/,2345567,166271,651823,Istnienie,Haunter,2013,0,4,"Francja, Kanada",Horror,2016-11-8,2016,2.0,horror,0,-1.9000000000000004,6
tt2345759,movie,The Mummy,The Mummy,0,2017,\N,110,"Action,Adventure,Fantasy",5.4,161513,170827,282035,https://www.imdb.com/title/tt2345759/,2345759,282035,674146,Mumia,The Mummy,2017,0,2,"Chiny, Japonia, USA","Fantasy, Przygodowy",2017-8-12,2017,1.0,"fantasy, przygodowy",0,-3.4000000000000004,5
tt2358891,movie,The Great Beauty,La grande bellezza,0,2013,\N,141,Drama,7.8,74500,103984,179144,https://www.imdb.com/title/tt2358891/,2358891,179144,658317,Wielkie piękno,La grande bellezza,2013,0,8,"Francja, Włochy","Dramat, Komedia",2015-2-18,2015,4.0,"drama, comedy",0,0.20000000000000018,8
tt2397535,movie,Predestination,Predestination,0,2014,\N,97,"Action,Drama,Mystery",7.5,232847,114935,206487,https://www.imdb.com/title/tt2397535/,2397535,206487,656595,Przeznaczenie,Predestination,2014,0,7,Australia,"Thriller, Sci-Fi",2014-12-1,2014,3.5,"thriller, sci-fi",0,-0.5,8
tt2404311,movie,The Family,The Family,0,2013,\N,111,"Comedy,Crime,Thriller",6.3,104772,104925,112205,https://www.imdb.com/title/tt2404311/,2404311,112205,655799,Porachunki,The Family,2013,0,6,"Francja, USA",Komedia kryminalna,2014-1-2,2014,3.0,komedia kryminalna,0,-0.2999999999999998,6
tt2404435,movie,The Magnificent Seven,The Magnificent Seven,0,2016,\N,132,"Action,Adventure,Western",6.9,173720,162350,333484,https://www.imdb.com/title/tt2404435/,2404435,333484,662836,Siedmiu wspaniałych,The Magnificent Seven,2016,0,5,USA,Western,2018-12-1,2018,2.5,western,0,-1.9000000000000004,7
tt2404463,movie,The Heat,The Heat,0,2013,\N,117,"Action,Comedy,Crime",6.6,156154,103372,136795,https://www.imdb.com/title/tt2404463/,2404463,136795,659237,Gorący towar,The Heat,2013,0,5,USA,Komedia kryminalna,2013-9-6,2013,2.5,komedia kryminalna,0,-1.5999999999999996,7
