,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,movieId,tmdbId,link,ml_title,ml_genres,ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Kraj produkcji,Gatunek,Data,Rok,OcenaImdb,genre_eng,similarity,diff,averageRating_int
tt0261392,movie,Jay and Silent Bob Strike Back,Jay and Silent Bob Strike Back,0,2001,\N,104,Comedy,6.8,143754,4734,2294,https://www.imdb.com/title/tt0261392/,0261392,2294,30907,Jay i Cichy Bob kontratakują,Jay and Silent Bob Strike Back,2001,0,7,USA,Komedia,2019-9-15,2019,3.5,comedy,0,0.20000000000000018,7
tt0264464,movie,Catch Me If You Can,Catch Me If You Can,0,2002,\N,141,"Biography,Crime,Drama",8.1,750283,5989,640,https://www.imdb.com/title/tt0264464/,0264464,640,32362,"Złap mnie, jeśli potrafisz",Catch Me If You Can,2002,0,7,"Kanada, USA",Komedia kryminalna,2012-9-14,2012,3.5,komedia kryminalna,0,-1.0999999999999996,8
tt0264472,movie,Changing Lanes,Changing Lanes,0,2002,\N,98,"Drama,Thriller",6.4,64386,5293,1537,https://www.imdb.com/title/tt0264472/,0264472,1537,32367,Zmiana pasa,Changing Lanes,2002,0,5,USA,"Dramat, Thriller",2015-2-5,2015,2.5,"drama, thriller",0,-1.4000000000000004,6
tt0265086,movie,Black Hawk Down,Black Hawk Down,0,2001,\N,144,"Drama,History,War",7.7,347112,5010,855,https://www.imdb.com/title/tt0265086/,0265086,855,31419,Helikopter w ogniu,Black Hawk Down,2001,0,7,"USA, Wielka Brytania","Dramat, Wojenny",2019-2-3,2019,3.5,"drama, war",0,-0.7000000000000002,8
tt0265349,movie,The Mothman Prophecies,The Mothman Prophecies,0,2002,\N,119,"Drama,Horror,Mystery",6.4,72447,5065,2637,https://www.imdb.com/title/tt0265349/,0265349,2637,30481,Przepowiednia,The Mothman Prophecies,2002,0,6,USA,Thriller,2011-11-20,2011,3.0,thriller,0,-0.40000000000000036,6
tt0266697,movie,Kill Bill: Vol. 1,Kill Bill: Vol. 1,0,2003,\N,111,"Action,Crime,Thriller",8.1,936909,6874,24,https://www.imdb.com/title/tt0266697/,0266697,24,33200,Kill Bill,Kill Bill: Vol. 1,2003,0,8,USA,"Thriller, Akcja",2011-10-19,2011,4.0,"thriller, action",0,-0.09999999999999964,8
tt0268126,movie,Adaptation.,Adaptation.,0,2002,\N,115,"Comedy,Drama",7.7,168297,5902,2757,https://www.imdb.com/title/tt0268126/,0268126,2757,32356,Adaptacja,Adaptation.,2002,0,6,USA,"Dramat, Komedia",2013-3-26,2013,3.0,"drama, comedy",0,-1.7000000000000002,8
tt0268380,movie,Ice Age,Ice Age,0,2002,\N,81,"Adventure,Animation,Comedy",7.5,415016,5218,425,https://www.imdb.com/title/tt0268380/,0268380,425,32014,Epoka lodowcowa,Ice Age,2002,0,7,USA,"Animacja, Komedia, Przygodowy",2011-10-20,2011,3.5,"animacja, comedy, przygodowy",0,-0.5,8
tt0274558,movie,The Hours,The Hours,0,2002,\N,110,"Drama,Romance",7.5,118897,5992,590,https://www.imdb.com/title/tt0274558/,0274558,590,32380,Godziny,The Hours,2002,0,5,"USA, Wielka Brytania",Dramat,2011-10-19,2011,2.5,drama,0,-2.5,8
tt0283139,movie,White Oleander,White Oleander,0,2002,\N,109,Drama,7.1,28628,5668,10994,https://www.imdb.com/title/tt0283139/,0283139,10994,32888,Biały oleander,White Oleander,2002,0,9,USA,Dramat obyczajowy,2011-10-18,2011,4.5,dramat obyczajowy,0,1.9000000000000004,7
tt0285492,movie,Cube²: Hypercube,Cube 2: Hypercube,0,2002,\N,94,"Drama,Mystery,Sci-Fi",5.6,59550,27482,437,https://www.imdb.com/title/tt0285492/,0285492,437,32385,Cube 2,Cube 2: Hypercube,2002,0,9,Kanada,"Thriller, Sci-Fi",2011-10-12,2011,4.5,"thriller, sci-fi",0,3.4000000000000004,6
tt0289765,movie,Red Dragon,Red Dragon,0,2002,\N,124,"Crime,Drama,Thriller",7.2,236230,5630,9533,https://www.imdb.com/title/tt0289765/,0289765,9533,32359,Czerwony smok,Red Dragon,2002,0,4,"Niemcy, USA",Thriller,2011-8-4,2011,2.0,thriller,0,-3.2,7
tt0289879,movie,The Butterfly Effect,The Butterfly Effect,0,2004,\N,113,"Drama,Sci-Fi,Thriller",7.6,430587,7254,1954,https://www.imdb.com/title/tt0289879/,0289879,1954,40252,Efekt motyla,The Butterfly Effect,2004,0,6,"Kanada, USA","Thriller, Sci-Fi",2011-8-4,2011,3.0,"thriller, sci-fi",0,-1.5999999999999996,8
tt0289992,movie,The Life of David Gale,The Life of David Gale,0,2003,\N,130,"Crime,Drama,Thriller",7.6,103709,6187,11615,https://www.imdb.com/title/tt0289992/,0289992,11615,33128,Życie za życie,The Life of David Gale,2003,0,7,"Niemcy, USA, Wielka Brytania",Dramat,2012-2-20,2012,3.5,drama,0,-0.5999999999999996,8
tt0290673,movie,Irréversible,Irréversible,0,2002,\N,97,"Crime,Drama,Mystery",7.4,110696,6214,979,https://www.imdb.com/title/tt0290673/,0290673,979,33184,Nieodwracalne,Irréversible,2002,0,7,Francja,Dramat,2011-10-19,2011,3.5,drama,0,-0.40000000000000036,7
tt0292963,movie,Before the Devil Knows You're Dead,Before the Devil Knows You're Dead,0,2007,\N,117,"Crime,Drama,Thriller",7.3,91516,55805,7972,https://www.imdb.com/title/tt0292963/,0292963,7972,132450,"Nim diabeł dowie się, że nie żyjesz",Before the Devil Knows You're Dead,2007,0,8,"USA, Wielka Brytania","Dramat, Thriller",2011-10-22,2011,4.0,"drama, thriller",0,0.7000000000000002,7
tt0307901,movie,25th Hour,25th Hour,0,2002,\N,135,Drama,7.6,164448,5954,1429,https://www.imdb.com/title/tt0307901/,0307901,1429,33340,25. godzina,25th Hour,2002,0,6,USA,"Dramat, Kryminał",2011-10-22,2011,3.0,"drama, crime",0,-1.5999999999999996,8
tt0313443,movie,Out of Time,Out of Time,0,2003,\N,105,"Crime,Drama,Mystery",6.5,54075,6862,2116,https://www.imdb.com/title/tt0313443/,0313443,2116,37335,Wyścig z czasem,Out of Time,2003,0,5,USA,"Kryminał, Thriller",2018-9-24,2018,2.5,"crime, thriller",0,-1.5,6
tt0315733,movie,21 Grams,21 Grams,0,2003,\N,124,"Crime,Drama,Thriller",7.7,215983,6953,470,https://www.imdb.com/title/tt0315733/,0315733,470,97088,21 gramów,21 Grams,2003,0,6,USA,"Kryminał, Thriller",2011-10-20,2011,3.0,"crime, thriller",0,-1.7000000000000002,8
tt0318081,movie,A Sound of Thunder,A Sound of Thunder,0,2005,\N,101,"Action,Adventure,Horror",4.2,18333,27618,10077,https://www.imdb.com/title/tt0318081/,0318081,10077,92296,I uderzył grom,A Sound of Thunder,2005,0,2,"Czechy, Niemcy, USA, Wielka Brytania","Przygodowy, Sci-Fi",2012-3-15,2012,1.0,"przygodowy, sci-fi",0,-2.2,4
tt0318374,movie,The Cooler,The Cooler,0,2003,\N,101,"Drama,Romance",7.0,31401,7137,10744,https://www.imdb.com/title/tt0318374/,0318374,10744,100189,Cooler,The Cooler,2003,0,7,USA,Melodramat,2011-11-2,2011,3.5,melodramat,0,0.0,7
tt0319061,movie,Big Fish,Big Fish,0,2003,\N,125,"Adventure,Drama,Fantasy",8.0,396873,7147,587,https://www.imdb.com/title/tt0319061/,0319061,587,36365,Duża ryba,Big Fish,2003,0,7,USA,"Dramat, Fantasy",2011-11-2,2011,3.5,"drama, fantasy",0,-1.0,8
tt0324133,movie,Swimming Pool,Swimming Pool,0,2003,\N,102,"Crime,Drama,Mystery",6.7,40139,6538,302,https://www.imdb.com/title/tt0324133/,0324133,302,91994,Basen,Swimming Pool,2003,0,8,"Francja, Wielka Brytania","Erotyczny, Thriller, Psychologiczny",2011-9-5,2011,4.0,"erotyczny, thriller, psychologiczny",0,1.2999999999999998,7
tt0325703,movie,Lara Croft Tomb Raider: The Cradle of Life,Lara Croft Tomb Raider: The Cradle of Life,0,2003,\N,117,"Action,Adventure,Fantasy",5.5,124653,6564,1996,https://www.imdb.com/title/tt0325703/,0325703,1996,34196,Lara Croft Tomb Raider: Kolebka życia,Lara Croft Tomb Raider: The Cradle of Life,2003,0,5,"Japonia, Niemcy, USA, Wielka Brytania",Przygodowy,2018-4-10,2018,2.5,przygodowy,0,-0.5,6
tt0327056,movie,Mystic River,Mystic River,0,2003,\N,138,"Crime,Drama,Mystery",7.9,397117,6870,322,https://www.imdb.com/title/tt0327056/,0327056,322,97112,Rzeka tajemnic,Mystic River,2003,0,5,"Australia, USA",Thriller,2011-8-4,2011,2.5,thriller,0,-2.9000000000000004,8
tt0330702,movie,Don't Move,Non ti muovere,0,2004,\N,125,"Drama,Romance",7.1,7510,39516,16729,https://www.imdb.com/title/tt0330702/,0330702,16729,111400,Namiętność,Non ti muovere,2004,0,6,"Hiszpania, Wielka Brytania, Włochy",Melodramat,2011-10-20,2011,3.0,melodramat,0,-1.0999999999999996,7
tt0333766,movie,Garden State,Garden State,0,2004,\N,102,"Comedy,Drama,Romance",7.4,202779,8784,401,https://www.imdb.com/title/tt0333766/,0333766,401,111710,Powrót do Garden State,Garden State,2004,0,7,USA,"Dramat, Komedia, Romans",2012-6-7,2012,3.5,"drama, comedy, romance",0,-0.40000000000000036,7
tt0335266,movie,Lost in Translation,Lost in Translation,0,2003,\N,102,Drama,7.7,384417,6711,153,https://www.imdb.com/title/tt0335266/,0335266,153,104454,Między słowami,Lost in Translation,2003,0,5,"Japonia, USA","Komedia, Melodramat",2011-10-20,2011,2.5,"comedy, melodramat",0,-2.7,8
tt0335438,movie,Starsky & Hutch,Starsky & Hutch,0,2004,\N,101,"Comedy,Crime",6.1,133951,7325,9384,https://www.imdb.com/title/tt0335438/,0335438,9384,96204,Starsky i Hutch,Starsky & Hutch,2004,0,5,USA,Komedia kryminalna,2011-10-20,2011,2.5,komedia kryminalna,0,-1.0999999999999996,6
tt0338013,movie,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,0,2004,\N,108,"Drama,Romance,Sci-Fi",8.3,848476,7361,38,https://www.imdb.com/title/tt0338013/,0338013,38,107855,Zakochany bez pamięci,Eternal Sunshine of the Spotless Mind,2004,0,6,USA,"Dramat, Sci-Fi",2011-10-19,2011,3.0,"drama, sci-fi",0,-2.3000000000000007,8
tt0340377,movie,The Station Agent,The Station Agent,0,2003,\N,89,"Comedy,Drama",7.6,65087,6867,2056,https://www.imdb.com/title/tt0340377/,0340377,2056,104183,Dróżnik,The Station Agent,2003,0,7,USA,"Dramat, Komedia",2011-10-19,2011,3.5,"drama, comedy",0,-0.5999999999999996,8
tt0343135,movie,Along Came Polly,Along Came Polly,0,2004,\N,90,"Comedy,Romance",6.0,120547,7173,5966,https://www.imdb.com/title/tt0343135/,0343135,5966,107554,Nadchodzi Polly,Along Came Polly,2004,0,5,USA,Komedia rom.,2011-10-22,2011,2.5,komedia rom.,0,-1.0,6
tt0346491,movie,Alexander,Alexander,0,2004,\N,175,"Action,Biography,Drama",5.6,156892,8977,1966,https://www.imdb.com/title/tt0346491/,0346491,1966,98444,Aleksander,Alexander,2004,0,3,"Francja, Holandia, Niemcy, USA, Wielka Brytania, Włochy","Biograficzny, Dramat historyczny",2011-12-26,2011,1.5,"biographic, dramat historyczny",0,-2.5999999999999996,6
tt0361748,movie,Inglourious Basterds,Inglourious Basterds,0,2009,\N,153,"Adventure,Drama,War",8.3,1168810,68157,16869,https://www.imdb.com/title/tt0361748/,0361748,16869,137747,Bękarty wojny,Inglourious Basterds,2009,0,6,"Niemcy, USA",Wojenny,2011-8-4,2011,3.0,war,0,-2.3000000000000007,8
tt0362225,movie,Tell No One,Ne le dis à personne,0,2006,\N,131,"Crime,Drama,Mystery",7.5,47539,54372,10795,https://www.imdb.com/title/tt0362225/,0362225,10795,191196,Nie mów nikomu,Ne le dis à personne,2006,0,7,Francja,"Dramat, Thriller, Psychologiczny",2012-7-1,2012,3.5,"drama, thriller, psychologiczny",0,-0.5,8
tt0362227,movie,The Terminal,The Terminal,0,2004,\N,128,"Comedy,Drama,Romance",7.3,376254,8529,594,https://www.imdb.com/title/tt0362227/,0362227,594,106408,Terminal,The Terminal,2004,0,6,USA,Komedia rom.,2015-3-16,2015,3.0,komedia rom.,0,-1.2999999999999998,7
tt0363988,movie,Secret Window,Secret Window,0,2004,\N,96,"Drama,Mystery,Thriller",6.6,173505,7347,1586,https://www.imdb.com/title/tt0363988/,0363988,1586,98586,Sekretne okno,Secret Window,2004,0,3,USA,Thriller,2011-8-4,2011,1.5,thriller,0,-3.5999999999999996,7
tt0365907,movie,A Walk Among the Tombstones,A Walk Among the Tombstones,0,2014,\N,114,"Action,Crime,Drama",6.5,107443,114246,169917,https://www.imdb.com/title/tt0365907/,0365907,169917,655615,Krocząc wśród cieni,A Walk Among the Tombstones,2014,0,5,USA,"Dramat, Kryminał",2014-11-11,2014,2.5,"drama, crime",0,-1.5,6
tt0369441,movie,Fun with Dick and Jane,Fun with Dick and Jane,0,2005,\N,90,"Comedy,Crime",6.1,127637,42011,7552,https://www.imdb.com/title/tt0369441/,0369441,7552,118439,Dick i Jane: Niezły ubaw,Fun with Dick and Jane,2005,0,6,USA,Komedia kryminalna,2019-9-17,2019,3.0,komedia kryminalna,0,-0.09999999999999964,6
tt0371246,movie,Spanglish,Spanglish,0,2004,\N,131,"Comedy,Drama,Romance",6.4,75032,27808,2539,https://www.imdb.com/title/tt0371246/,0371246,2539,118195,Trudne słówka,Spanglish,2004,0,6,USA,"Dramat, Komedia, Romans",2019-3-13,2019,3.0,"drama, comedy, romance",0,-0.40000000000000036,6
tt0371257,movie,Stay,Stay,0,2005,\N,99,"Drama,Mystery,Thriller",6.8,71339,39427,8066,https://www.imdb.com/title/tt0371257/,0371257,8066,120103,Zostań,Stay,2005,0,3,USA,"Dramat, Thriller, Psychologiczny",2013-9-10,2013,1.5,"drama, thriller, psychologiczny",0,-3.8,7
tt0371724,movie,The Hitchhiker's Guide to the Galaxy,The Hitchhiker's Guide to the Galaxy,0,2005,\N,109,"Adventure,Comedy,Sci-Fi",6.8,180201,33004,7453,https://www.imdb.com/title/tt0371724/,0371724,7453,119043,Autostopem przez galaktykę,The Hitchhiker's Guide to the Galaxy,2005,0,6,"USA, Wielka Brytania","Komedia, Przygodowy, Sci-Fi",2019-1-23,2019,3.0,"comedy, przygodowy, sci-fi",0,-0.7999999999999998,7
tt0372183,movie,The Bourne Supremacy,The Bourne Supremacy,0,2004,\N,108,"Action,Mystery,Thriller",7.7,414628,8665,2502,https://www.imdb.com/title/tt0372183/,0372183,2502,106415,Krucjata Bourne'a,The Bourne Supremacy,2004,0,8,"Niemcy, USA",Sensacyjny,2011-10-20,2011,4.0,sensacyjny,0,0.2999999999999998,8
tt0372784,movie,Batman Begins,Batman Begins,0,2005,\N,140,"Action,Adventure",8.2,1230585,33794,272,https://www.imdb.com/title/tt0372784/,0372784,272,106376,Batman - Początek,Batman Begins,2005,0,5,"USA, Wielka Brytania","Akcja, Sci-Fi",2013-9-26,2013,2.5,"action, sci-fi",0,-3.1999999999999993,8
tt0372824,movie,The Chorus,Les choristes,0,2004,\N,97,"Drama,Music",7.9,53935,27815,5528,https://www.imdb.com/title/tt0372824/,0372824,5528,119514,Pan od muzyki,Les choristes,2004,0,7,"Francja, Niemcy, Szwajcaria","Dramat, Muzyczny",2015-11-17,2015,3.5,"drama, muzyczny",0,-0.9000000000000004,8
tt0373981,movie,Kontroll,Kontroll,0,2003,\N,105,"Comedy,Crime,Drama",7.7,23381,31952,5204,https://www.imdb.com/title/tt0373981/,0373981,5204,120033,Kontrolerzy,Kontroll,2003,0,5,Węgry,"Dramat, Komedia",2011-10-19,2011,2.5,"drama, comedy",0,-2.7,8
tt0375063,movie,Sideways,Sideways,0,2004,\N,127,"Comedy,Drama,Romance",7.5,172331,8949,9675,https://www.imdb.com/title/tt0375063/,0375063,9675,104543,Bezdroża,Sideways,2004,0,7,USA,"Dramat, Komedia, Romans",2014-9-11,2014,3.5,"drama, comedy, romance",0,-0.5,8
tt0376541,movie,Closer,Closer,0,2004,\N,104,"Drama,Romance",7.2,193970,8981,2288,https://www.imdb.com/title/tt0376541/,0376541,2288,107590,Bliżej,Closer,2004,0,7,"USA, Wielka Brytania",Melodramat,2011-10-22,2011,3.5,melodramat,0,-0.20000000000000018,7
tt0376994,movie,X-Men: The Last Stand,X-Men: The Last Stand,0,2006,\N,104,"Action,Sci-Fi",6.7,463331,45499,36668,https://www.imdb.com/title/tt0376994/,0376994,36668,106411,X-Men: Ostatni bastion,X-Men: The Last Stand,2006,0,5,"Kanada, USA, Wielka Brytania","Akcja, Sci-Fi",2016-8-19,2016,2.5,"action, sci-fi",0,-1.7000000000000002,7
tt0378194,movie,Kill Bill: Vol. 2,Kill Bill: Vol. 2,0,2004,\N,137,"Action,Crime,Thriller",8.0,639509,7438,393,https://www.imdb.com/title/tt0378194/,0378194,393,105575,Kill Bill 2,Kill Bill: Vol. 2,2004,0,7,USA,"Thriller, Akcja",2011-10-20,2011,3.5,"thriller, action",0,-1.0,8
tt0382077,movie,Hide and Seek,Hide and Seek,0,2005,\N,101,"Drama,Horror,Mystery",6.0,79081,31427,11096,https://www.imdb.com/title/tt0382077/,0382077,11096,106029,Siła strachu,Hide and Seek,2005,0,7,"Niemcy, USA",Thriller,2012-7-17,2012,3.5,thriller,0,1.0,6
tt0382625,movie,The Da Vinci Code,The Da Vinci Code,0,2006,\N,149,"Action,Mystery,Thriller",6.6,380436,45447,591,https://www.imdb.com/title/tt0382625/,0382625,591,124613,Kod da Vinci,The Da Vinci Code,2006,0,2,"Francja, USA, Wielka Brytania, Malta",Thriller,2011-8-4,2011,1.0,thriller,0,-4.6,7
tt0387564,movie,Saw,Saw,0,2004,\N,103,"Horror,Mystery,Thriller",7.6,360373,8957,176,https://www.imdb.com/title/tt0387564/,0387564,176,121413,Piła,Saw,2004,0,8,"Australia, USA",Horror,2011-10-20,2011,4.0,horror,0,0.40000000000000036,8
tt0395251,movie,The Producers,The Producers,0,2005,\N,134,"Comedy,Musical",6.3,39200,42002,9899,https://www.imdb.com/title/tt0395251/,0395251,9899,118106,Producenci,The Producers,2005,0,7,USA,"Komedia, Musical",2011-11-21,2011,3.5,"comedy, musical",0,0.7000000000000002,6
tt0398017,movie,Derailed,Derailed,0,2005,\N,108,"Crime,Drama,Thriller",6.6,68829,40614,8999,https://www.imdb.com/title/tt0398017/,0398017,8999,114510,Wykolejony,Derailed,2005,0,8,"USA, Wielka Brytania","Dramat, Thriller",2011-10-22,2011,4.0,"drama, thriller",0,1.4000000000000004,7
tt0399146,movie,A History of Violence,A History of Violence,0,2005,\N,96,"Crime,Drama,Thriller",7.4,214515,37733,59,https://www.imdb.com/title/tt0399146/,0399146,59,152444,Historia przemocy,A History of Violence,2005,0,6,"Niemcy, USA","Dramat, Thriller",2011-11-2,2011,3.0,"drama, thriller",0,-1.4000000000000004,7
tt0399295,movie,Lord of War,Lord of War,0,2005,\N,122,"Action,Crime,Drama",7.6,282681,36529,1830,https://www.imdb.com/title/tt0399295/,0399295,1830,111532,Pan życia i śmierci,Lord of War,2005,0,5,"Francja, Niemcy, USA",Dramat,2011-8-4,2011,2.5,drama,0,-2.5999999999999996,8
tt0401792,movie,Sin City,Sin City,0,2005,\N,124,"Crime,Thriller",8.0,722921,32587,187,https://www.imdb.com/title/tt0401792/,0401792,187,112584,Sin City - Miasto grzechu,Sin City,2005,0,7,USA,Kryminał,2011-10-19,2011,3.5,crime,0,-1.0,8
tt0404030,movie,Everything Is Illuminated,Everything Is Illuminated,0,2005,\N,106,"Comedy,Drama",7.4,55442,36535,340,https://www.imdb.com/title/tt0404030/,0404030,340,119831,Wszystko jest iluminacją,Everything Is Illuminated,2005,0,7,USA,"Dramat, Komedia",2017-6-25,2017,3.5,"drama, comedy",0,-0.40000000000000036,7
tt0404203,movie,Little Children,Little Children,0,2006,\N,136,"Drama,Romance",7.5,101991,48696,1440,https://www.imdb.com/title/tt0404203/,0404203,1440,226856,Małe dzieci,Little Children,2006,0,8,USA,Melodramat,2014-9-30,2014,4.0,melodramat,0,0.5,8
tt0405159,movie,Million Dollar Baby,Million Dollar Baby,0,2004,\N,132,"Drama,Sport",8.1,600309,30707,70,https://www.imdb.com/title/tt0405159/,0405159,70,123697,Za wszelką cenę,Million Dollar Baby,2004,0,7,USA,Dramat,2011-8-4,2011,3.5,drama,0,-1.0999999999999996,8
tt0405296,movie,A Scanner Darkly,A Scanner Darkly,0,2006,\N,100,"Animation,Crime,Drama",7.1,102490,27904,3509,https://www.imdb.com/title/tt0405296/,0405296,3509,121935,Przez ciemne zwierciadło,A Scanner Darkly,2006,0,7,USA,"Animacja, Thriller, Sci-Fi",2018-8-6,2018,3.5,"animacja, thriller, sci-fi",0,-0.09999999999999964,7
tt0405676,movie,All the King's Men,All the King's Men,0,2006,\N,128,"Drama,Thriller",6.2,22926,48326,1717,https://www.imdb.com/title/tt0405676/,0405676,1717,119659,Wszyscy ludzie króla,All the King's Men,2006,0,7,"Niemcy, USA","Dramat, Thriller, Polityczny",2018-9-22,2018,3.5,"drama, thriller, polityczny",0,0.7999999999999998,6
tt0409459,movie,Watchmen,Watchmen,0,2009,\N,162,"Action,Drama,Mystery",7.6,475248,60684,13183,https://www.imdb.com/title/tt0409459/,0409459,13183,317089,Watchmen. Strażnicy,Watchmen,2009,0,8,USA,"Dramat, Akcja, Sci-Fi",2017-4-5,2017,4.0,"drama, action, sci-fi",0,0.40000000000000036,8
tt0414993,movie,The Fountain,The Fountain,0,2006,\N,97,"Drama,Mystery,Romance",7.2,219603,48043,1381,https://www.imdb.com/title/tt0414993/,0414993,1381,119410,Źródło,The Fountain,2006,0,6,USA,"Dramat, Psychologiczny",2014-5-5,2014,3.0,"drama, psychologiczny",0,-1.2000000000000002,7
tt0415306,movie,Talladega Nights: The Ballad of Ricky Bobby,Talladega Nights: The Ballad of Ricky Bobby,0,2006,\N,108,"Comedy,Sport",6.6,158229,46970,9718,https://www.imdb.com/title/tt0415306/,0415306,9718,139159,Ricky Bobby - Demon prędkości,Talladega Nights: The Ballad of Ricky Bobby,2006,0,6,USA,"Komedia, Sportowy",2012-1-10,2012,3.0,"comedy, sportowy",0,-0.5999999999999996,7
tt0416496,movie,Bandidas,Bandidas,0,2006,\N,93,"Action,Comedy,Crime",5.7,32828,43419,1969,https://www.imdb.com/title/tt0416496/,0416496,1969,132451,SEXiPIStOLS,Bandidas,2006,0,5,"Francja, Meksyk, USA","Komedia, Western",2013-4-23,2013,2.5,"comedy, western",0,-0.7000000000000002,6
tt0417001,movie,Must Love Dogs,Must Love Dogs,0,2005,\N,98,"Comedy,Romance",5.9,29597,34336,11648,https://www.imdb.com/title/tt0417001/,0417001,11648,154668,Facet z ogłoszenia,Must Love Dogs,2005,0,5,USA,Komedia rom.,2014-9-15,2014,2.5,komedia rom.,0,-0.9000000000000004,6
tt0417148,movie,Snakes on a Plane,Snakes on a Plane,0,2006,\N,105,"Action,Crime,Thriller",5.4,127860,46965,326,https://www.imdb.com/title/tt0417148/,0417148,326,200939,Węże w samolocie,Snakes on a Plane,2006,0,2,"Kanada, Niemcy, USA","Thriller, Akcja",2011-10-20,2011,1.0,"thriller, action",0,-3.4000000000000004,5
tt0420223,movie,Stranger Than Fiction,Stranger Than Fiction,0,2006,\N,113,"Comedy,Drama,Fantasy",7.6,210612,46976,1262,https://www.imdb.com/title/tt0420223/,0420223,1262,190312,Przypadek Harolda Cricka,Stranger Than Fiction,2006,0,6,USA,"Fantasy, Komedia",2012-1-10,2012,3.0,"fantasy, comedy",0,-1.5999999999999996,8
tt0421073,movie,Street Kings,Street Kings,0,2008,\N,109,"Action,Crime,Drama",6.8,104156,59016,1266,https://www.imdb.com/title/tt0421073/,0421073,1266,163603,Królowie ulicy,Street Kings,2008,0,8,USA,Sensacyjny,2017-1-14,2017,4.0,sensacyjny,0,1.2000000000000002,7
tt0421715,movie,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,0,2008,\N,166,"Drama,Fantasy,Romance",7.8,553151,64957,4922,https://www.imdb.com/title/tt0421715/,0421715,4922,123383,Ciekawy przypadek Benjamina Buttona,The Curious Case of Benjamin Button,2008,0,3,USA,"Fantasy, Melodramat",2011-8-4,2011,1.5,"fantasy, melodramat",0,-4.8,8
tt0427470,movie,The Lookout,The Lookout,0,2007,\N,99,"Crime,Drama,Thriller",7.0,55246,52241,8270,https://www.imdb.com/title/tt0427470/,0427470,8270,270485,Świadek bez pamięci,The Lookout,2007,0,5,USA,"Dramat, Kryminał",2018-3-31,2018,2.5,"drama, crime",0,-2.0,7
tt0433035,movie,Real Steel,Real Steel,0,2011,\N,127,"Action,Drama,Family",7.1,287102,90249,39254,https://www.imdb.com/title/tt0433035/,0433035,39254,180280,Giganci ze stali,Real Steel,2011,0,7,"Indie, USA","Akcja, Sci-Fi",2013-12-13,2013,3.5,"action, sci-fi",0,-0.09999999999999964,7
tt0434409,movie,V for Vendetta,V for Vendetta,0,2005,\N,132,"Action,Drama,Sci-Fi",8.2,974698,44191,752,https://www.imdb.com/title/tt0434409/,0434409,752,180040,V jak Vendetta,V for Vendetta,2005,0,4,"Niemcy, USA, Wielka Brytania","Thriller, Sci-Fi",2011-8-4,2011,2.0,"thriller, sci-fi",0,-4.199999999999999,8
tt0440963,movie,The Bourne Ultimatum,The Bourne Ultimatum,0,2007,\N,115,"Action,Mystery,Thriller",8.0,586252,54286,2503,https://www.imdb.com/title/tt0440963/,0440963,2503,188513,Ultimatum Bourne'a,The Bourne Ultimatum,2007,0,9,"Niemcy, USA",Sensacyjny,2011-10-20,2011,4.5,sensacyjny,0,1.0,8
tt0443680,movie,The Assassination of Jesse James by the Coward Robert Ford,The Assassination of Jesse James by the Coward Robert Ford,0,2007,\N,160,"Biography,Crime,Drama",7.5,160206,55363,4512,https://www.imdb.com/title/tt0443680/,0443680,4512,209978,Zabójstwo Jesse'ego Jamesa przez tchórzliwego Roberta Forda,The Assassination of Jesse James by the Coward Robert Ford,2007,0,7,"Kanada, USA, Wielka Brytania","Biograficzny, Dramat, Western",2019-8-5,2019,3.5,"biographic, drama, western",0,-0.5,8
tt0443706,movie,Zodiac,Zodiac,0,2007,\N,157,"Crime,Drama,Mystery",7.7,410031,51540,1949,https://www.imdb.com/title/tt0443706/,0443706,1949,191345,Zodiak,Zodiac,2007,0,9,USA,"Dramat, Kryminał, Thriller",2015-10-5,2015,4.5,"drama, crime, thriller",0,1.2999999999999998,8
tt0445934,movie,Blades of Glory,Blades of Glory,0,2007,\N,93,"Comedy,Sport",6.3,150452,52245,9955,https://www.imdb.com/title/tt0445934/,0445934,9955,220746,Ostrza chwały,Blades of Glory,2007,0,5,USA,"Komedia, Sportowy",2012-1-10,2012,2.5,"comedy, sportowy",0,-1.2999999999999998,6
tt0448134,movie,Sunshine,Sunshine,0,2007,\N,107,"Sci-Fi,Thriller",7.2,224042,52328,1272,https://www.imdb.com/title/tt0448134/,0448134,1272,209288,W stronę słońca,Sunshine,2007,0,6,"USA, Wielka Brytania",Sci-Fi,2011-11-28,2011,3.0,sci-fi,0,-1.2000000000000002,7
tt0452594,movie,The Break-Up,The Break-Up,0,2006,\N,106,"Comedy,Drama,Romance",5.8,119636,45501,9767,https://www.imdb.com/title/tt0452594/,0452594,9767,207816,Sztuka zrywania,The Break-Up,2006,0,7,USA,Komedia obycz.,2013-9-28,2013,3.5,komedia obycz.,0,1.2000000000000002,6
