tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Kraj produkcji,Gatunek,Data,Rok,OcenaImdb,KrajKod,genre_eng,similarity,diff,averageRating_int
tt0246677,movie,Heaven,Heaven,0,2002,\N,97,"Crime,Drama,Romance",7.0,22544,32236,Niebo,Heaven,2002,0,4,"Francja, Niemcy, USA, Wielka Brytania, Włochy","Melodramat, Thriller",2014-9-18,2014,2.0,"['FRA', 'DEU', 'USA', 'GBR', 'ITA']","melodramat, thriller",0,-3.0,7
tt0790628,movie,The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,0,2013,\N,100,Comedy,5.9,68630,323196,Niewiarygodny Burt Wonderstone,The Incredible Burt Wonderstone,2013,0,8,USA,Komedia,2017-5-18,2017,4.0,['USA'],comedy,0,2.0999999999999996,6
tt0298203,movie,8 Mile,8 Mile,0,2002,\N,110,"Drama,Music",7.1,234839,32358,8 Mila,8 Mile,2002,0,7,"Niemcy, USA","Biograficzny, Dramat obyczajowy, Muzyczny",2010-6-1,2010,3.5,"['DEU', 'USA']","biographic, dramat obyczajowy, muzyczny",0,-0.09999999999999964,7
tt0289765,movie,Red Dragon,Red Dragon,0,2002,\N,124,"Crime,Drama,Thriller",7.2,236230,32359,Czerwony smok,Red Dragon,2002,0,6,"Niemcy, USA",Thriller,2014-9-22,2014,3.0,"['DEU', 'USA']",thriller,0,-1.2000000000000002,7
tt0264464,movie,Catch Me If You Can,Catch Me If You Can,0,2002,\N,141,"Biography,Crime,Drama",8.1,750283,32362,"Złap mnie, jeśli potrafisz",Catch Me If You Can,2002,0,6,"Kanada, USA",Komedia kryminalna,2010-6-1,2010,3.0,"['CAN', 'USA']",komedia kryminalna,0,-2.0999999999999996,8
tt0074937,movie,Murder by Death,Murder by Death,0,1976,\N,95,"Comedy,Crime,Mystery",7.4,31139,32482,Zabity na śmierć,Murder by Death,1976,0,6,USA,"Thriller, Komedia kryminalna",2017-9-28,2017,3.0,['USA'],"thriller, komedia kryminalna",0,-1.4000000000000004,7
tt0247745,movie,Super Troopers,Super Troopers,0,2001,\N,100,"Comedy,Crime,Mystery",7.1,92602,32580,Straż wiejska,Super Troopers,2001,0,8,USA,Komedia kryminalna,2018-11-19,2018,4.0,['USA'],komedia kryminalna,0,0.9000000000000004,7
tt0275847,movie,Lilo & Stitch,Lilo & Stitch,0,2002,\N,85,"Adventure,Animation,Comedy",7.2,155717,32595,Lilo i Stich,Lilo & Stitch,2002,0,8,USA,"Animacja, Familijny, Komedia, Sci-Fi",2014-9-16,2014,4.0,['USA'],"animacja, familijny, comedy, sci-fi",0,0.7999999999999998,7
tt0114614,movie,Tank Girl,Tank Girl,0,1995,\N,104,"Action,Comedy,Sci-Fi",5.3,28799,33023,Odlotowa dziewczyna,Tank Girl,1995,0,2,USA,"Komedia, Akcja, Sci-Fi",2013-7-26,2013,1.0,['USA'],"comedy, action, sci-fi",0,-3.3,5
tt0181852,movie,Terminator 3: Rise of the Machines,Terminator 3: Rise of the Machines,0,2003,\N,109,"Action,Sci-Fi",6.3,360654,33027,Terminator 3: Bunt maszyn,Terminator 3: Rise of the Machines,2003,0,6,"Niemcy, USA, Wielka Brytania","Akcja, Sci-Fi",2010-6-2,2010,3.0,"['DEU', 'USA', 'GBR']","action, sci-fi",0,-0.2999999999999998,6
tt0117407,movie,Pusher,Pusher,0,1996,\N,110,"Crime,Thriller",7.4,32170,33076,Dealer,Pusher,1996,0,7,Dania,"Dramat, Sensacyjny",2013-7-25,2013,3.5,['DNK'],"drama, sensacyjny",0,-0.40000000000000036,7
tt0892769,movie,How to Train Your Dragon,How to Train Your Dragon,0,2010,\N,98,"Action,Adventure,Animation",8.1,628170,331014,Jak wytresować smoka,How to Train Your Dragon,2010,0,6,USA,"Animacja, Familijny, Fantasy, Przygodowy",2014-6-21,2014,3.0,['USA'],"animacja, familijny, fantasy, przygodowy",0,-2.0999999999999996,8
tt0266697,movie,Kill Bill: Vol. 1,Kill Bill: Vol. 1,0,2003,\N,111,"Action,Crime,Thriller",8.1,936909,33200,Kill Bill,Kill Bill: Vol. 1,2003,0,7,USA,"Thriller, Akcja",2010-6-1,2010,3.5,['USA'],"thriller, action",0,-1.0999999999999996,8
tt0057197,movie,Jason and the Argonauts,Jason and the Argonauts,0,1963,\N,104,"Action,Adventure,Family",7.3,21878,33313,Jazon i Argonauci,Jason and the Argonauts,1963,0,5,"USA, Wielka Brytania","Fantasy, Przygodowy",2019-9-4,2019,2.5,"['USA', 'GBR']","fantasy, przygodowy",0,-2.3,7
tt0272338,movie,Punch-Drunk Love,Punch-Drunk Love,0,2002,\N,95,"Comedy,Drama,Romance",7.3,137056,33325,Lewy sercowy,Punch-Drunk Love,2002,0,8,USA,"Dramat, Komedia, Romans",2018-4-20,2018,4.0,['USA'],"drama, comedy, romance",0,0.7000000000000002,7
tt0266489,movie,Duplex,Duplex,0,2003,\N,89,Comedy,5.9,53109,33386,Starsza pani musi zniknąć,Duplex,2003,0,6,"Niemcy, USA",Czarna komedia,2013-10-13,2013,3.0,"['DEU', 'USA']",czarna komedia,0,0.09999999999999964,6
tt0367882,movie,Indiana Jones and the Kingdom of the Crystal Skull,Indiana Jones and the Kingdom of the Crystal Skull,0,2008,\N,122,"Action,Adventure",6.1,402675,33392,Indiana Jones i Królestwo Kryształowej Czaszki,Indiana Jones and the Kingdom of the Crystal Skull,2008,0,5,USA,Przygodowy,2010-6-1,2010,2.5,['USA'],przygodowy,0,-1.0999999999999996,6
tt0285531,movie,Dreamcatcher,Dreamcatcher,0,2003,\N,136,"Drama,Horror,Sci-Fi",5.5,85992,33417,Łowca snów,Dreamcatcher,2003,0,7,"Australia, USA","Horror, Sci-Fi",2015-12-8,2015,3.5,"['AUS', 'USA']","horror, sci-fi",0,1.5,6
tt0804461,movie,Death Sentence,Death Sentence,0,2007,\N,105,"Action,Crime,Drama",6.8,66864,336379,Wyrok śmierci,Death Sentence,2007,0,6,USA,Sensacyjny,2013-10-5,2013,3.0,['USA'],sensacyjny,0,-0.7999999999999998,7
tt0806203,movie,Carriers,Carriers,0,2009,\N,84,"Drama,Horror,Sci-Fi",6.0,40549,337366,Zabójczy wirus,Carriers,2009,0,6,USA,"Dramat, Horror",2015-6-20,2015,3.0,['USA'],"drama, horror",0,0.0,6
tt0805564,movie,Lars and the Real Girl,Lars and the Real Girl,0,2007,\N,106,"Comedy,Drama,Romance",7.3,133325,337532,Miłość Larsa,Lars and the Real Girl,2007,0,8,"Kanada, USA","Dramat, Komedia",2016-12-4,2016,4.0,"['CAN', 'USA']","drama, comedy",0,0.7000000000000002,7
tt0317648,movie,Hidalgo,Hidalgo,0,2004,\N,136,"Action,Adventure,Biography",6.7,74875,33861,Hidalgo - ocean ognia,Hidalgo,2004,0,6,USA,Przygodowy,2018-12-16,2018,3.0,['USA'],przygodowy,0,-0.7000000000000002,7
tt0242653,movie,The Matrix Revolutions,The Matrix Revolutions,0,2003,\N,129,"Action,Sci-Fi",6.7,425331,33996,Matrix Rewolucje,The Matrix Revolutions,2003,0,7,"Australia, USA","Akcja, Sci-Fi",2010-6-2,2010,3.5,"['AUS', 'USA']","action, sci-fi",0,0.2999999999999998,7
tt0283832,movie,8 Women,8 femmes,0,2002,\N,111,"Comedy,Crime,Musical",7.1,27563,34072,8 kobiet,8 femmes,2002,0,6,"Francja, Włochy","Musical, Komedia kryminalna",2015-2-18,2015,3.0,"['FRA', 'ITA']","musical, komedia kryminalna",0,-1.0999999999999996,7
tt0274812,movie,Secretary,Secretary,0,2002,\N,107,"Comedy,Drama,Romance",7.0,78935,34235,Sekretarka,Secretary,2002,0,8,USA,"Dramat, Komedia",2017-2-27,2017,4.0,['USA'],"drama, comedy",0,1.0,7
tt0307453,movie,Shark Tale,Shark Tale,0,2004,\N,90,"Adventure,Animation,Comedy",6.0,158433,34246,Rybki z ferajny,Shark Tale,2004,0,5,USA,"Animacja, Familijny, Komedia",2010-6-2,2010,2.5,['USA'],"animacja, familijny, comedy",0,-1.0,6
tt0109592,movie,Cemetery Man,Dellamorte Dellamore,0,1994,\N,105,"Comedy,Horror",7.2,18910,34739,O miłości i śmierci,Dellamorte Dellamore,1994,0,8,"Francja, Niemcy, Włochy","Horror, Komedia",2014-5-24,2014,4.0,"['FRA', 'DEU', 'ITA']","horror, comedy",0,0.7999999999999998,7
tt0814130,movie,The Hammer,The Hammer,0,2007,\N,88,"Comedy,Romance,Sport",7.2,5771,347567,Młot,The Hammer,2007,0,7,USA,"Komedia, Sportowy",2010-8-3,2010,3.5,['USA'],"comedy, sportowy",0,-0.20000000000000018,7
tt0095925,movie,Pumpkinhead,Pumpkinhead,0,1988,\N,86,"Fantasy,Horror",6.2,18753,34778,Dyniogłowy,Pumpkinhead,1988,0,5,USA,Horror,2016-8-21,2016,2.5,['USA'],horror,0,-1.2000000000000002,6
tt0495040,movie,The Art of Crying,Kunsten at græde i kor,0,2006,\N,106,"Comedy,Drama",7.4,2064,348062,Sztuka płakania,Kunsten at græde i kor,2006,0,8,Dania,Dramat,2014-4-30,2014,4.0,['DNK'],drama,0,0.5999999999999996,7
tt0319262,movie,The Day After Tomorrow,The Day After Tomorrow,0,2004,\N,124,"Action,Adventure,Sci-Fi",6.4,395664,34888,Pojutrze,The Day After Tomorrow,2004,0,2,USA,"Sci-Fi, Katastroficzny",2010-6-1,2010,1.0,['USA'],"sci-fi, disaster",0,-4.4,6
tt0099763,movie,Henry: Portrait of a Serial Killer,Henry: Portrait of a Serial Killer,0,1986,\N,83,"Biography,Crime,Drama",7.0,29486,34942,Henry - Portret seryjnego mordercy,Henry: Portrait of a Serial Killer,1986,0,8,USA,"Kryminał, Thriller",2018-12-1,2018,4.0,['USA'],"crime, thriller",0,1.0,7
tt0327084,movie,Over the Hedge,Over the Hedge,0,2006,\N,83,"Adventure,Animation,Comedy",6.7,151275,35176,Skok przez płot,Over the Hedge,2006,0,7,USA,"Animacja, Familijny",2010-6-19,2010,3.5,['USA'],"animacja, familijny",0,0.2999999999999998,7
tt0070917,movie,The Wicker Man,The Wicker Man,0,1973,\N,88,"Horror,Mystery,Thriller",7.5,62402,35912,Kult,The Wicker Man,1973,0,8,Wielka Brytania,"Horror, Psychologiczny",2016-8-30,2016,4.0,['GBR'],"horror, psychologiczny",0,0.5,8
tt0837562,movie,Hotel Transylvania,Hotel Transylvania,0,2012,\N,91,"Animation,Comedy,Family",7.1,210270,363042,Hotel Transylwania,Hotel Transylvania,2012,0,7,USA,"Animacja, Familijny, Komedia",2015-10-1,2015,3.5,['USA'],"animacja, familijny, comedy",0,-0.09999999999999964,7
tt0816539,movie,Jack Brooks: Monster Slayer,Jack Brooks: Monster Slayer,0,2007,\N,85,"Action,Comedy,Horror",5.9,5839,366495,Łowca potworów,Jack Brooks: Monster Slayer,2007,0,6,Kanada,"Horror, Komedia",2015-8-31,2015,3.0,['CAN'],"horror, comedy",0,0.09999999999999964,6
tt0212720,movie,A.I. Artificial Intelligence,Artificial Intelligence: AI,0,2001,\N,146,"Drama,Sci-Fi",7.2,279317,3673,A.I. Sztuczna inteligencja,Artificial Intelligence: AI,2001,0,6,USA,"Dramat, Sci-Fi",2010-6-1,2010,3.0,['USA'],"drama, sci-fi",0,-1.2000000000000002,7
tt0109040,movie,Ace Ventura: Pet Detective,Ace Ventura: Pet Detective,0,1994,\N,86,Comedy,6.9,261617,3690,Ace Ventura: Psi detektyw,Ace Ventura: Pet Detective,1994,0,7,USA,Komedia,2010-6-1,2010,3.5,['USA'],comedy,0,0.09999999999999964,7
tt0838283,movie,Step Brothers,Step Brothers,0,2008,\N,98,Comedy,6.9,253473,371687,Bracia przyrodni,Step Brothers,2008,0,7,USA,Komedia,2018-1-1,2018,3.5,['USA'],comedy,0,0.09999999999999964,7
tt0325980,movie,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,0,2003,\N,143,"Action,Adventure,Fantasy",8.0,979586,37309,Piraci z Karaibów: Klątwa Czarnej Perły,Pirates of the Caribbean: The Curse of the Black Pearl,2003,0,5,USA,"Fantasy, Przygodowy",2010-6-1,2010,2.5,['USA'],"fantasy, przygodowy",0,-3.0,8
tt0309698,movie,Identity,Identity,0,2003,\N,90,"Mystery,Thriller",7.3,214274,37511,Tożsamość,Identity,2003,0,7,USA,Thriller,2017-3-19,2017,3.5,['USA'],thriller,0,-0.2999999999999998,7
tt0857265,movie,Sleuth,Sleuth,0,2007,\N,88,"Crime,Drama,Mystery",6.5,29422,375787,Pojedynek,Sleuth,2007,0,8,"USA, Wielka Brytania","Dramat, Kryminał, Thriller",2015-9-7,2015,4.0,"['USA', 'GBR']","drama, crime, thriller",0,1.5,6
tt0315327,movie,Bruce Almighty,Bruce Almighty,0,2003,\N,101,"Comedy,Drama,Fantasy",6.7,353632,37889,Bruce Wszechmogący,Bruce Almighty,2003,0,6,USA,"Fantasy, Komedia",2010-6-1,2010,3.0,['USA'],"fantasy, comedy",0,-0.7000000000000002,7
tt0306892,movie,George and the Dragon,George and the Dragon,0,2004,\N,93,"Action,Adventure,Comedy",5.7,3508,37961,Smokiem i mieczem,George and the Dragon,2004,0,6,"Luksemburg, Niemcy, USA, Wielka Brytania","Fantasy, Przygodowy",2019-10-12,2019,3.0,"['LUX', 'DEU', 'USA', 'GBR']","fantasy, przygodowy",0,0.2999999999999998,6
tt0335345,movie,The Passion of the Christ,The Passion of the Christ,0,2004,\N,127,Drama,7.1,204243,38233,Pasja,The Passion of the Christ,2004,0,5,USA,"Dramat, Biblijny",2010-6-1,2010,2.5,['USA'],"drama, biblijny",0,-2.0999999999999996,7
tt0861689,movie,Blindness,Blindness,0,2008,\N,121,"Drama,Mystery,Sci-Fi",6.6,67062,385852,Miasto ślepców,Blindness,2008,0,3,"Brazylia, Japonia, Kanada","Dramat, Thriller",2016-10-8,2016,1.5,"['BRA', 'JPN', 'CAN']","drama, thriller",0,-3.5999999999999996,7
tt0324216,movie,The Texas Chainsaw Massacre,The Texas Chainsaw Massacre,0,2003,\N,98,Horror,6.2,125245,38601,Teksańska masakra piłą mechaniczną,The Texas Chainsaw Massacre,2003,0,1,USA,Horror,2010-6-1,2010,0.5,['USA'],horror,0,-5.2,6
tt0095583,movie,Maniac Cop,Maniac Cop,0,1988,\N,85,"Action,Crime,Horror",6.0,12784,38828,Maniakalny gliniarz,Maniac Cop,1988,0,6,USA,Horror,2018-12-19,2018,3.0,['USA'],horror,0,0.0,6
tt0862467,movie,Valhalla Rising,Valhalla Rising,0,2009,\N,93,"Adventure,Drama,Fantasy",6.1,53233,391382,Valhalla: Mroczny wojownik,Valhalla Rising,2009,0,8,"Dania, Wielka Brytania","Dramat, Przygodowy",2013-5-29,2013,4.0,"['DNK', 'GBR']","drama, przygodowy",0,1.9000000000000004,6
tt0114194,movie,The Prophecy,The Prophecy,0,1995,\N,98,"Action,Crime,Drama",6.5,27708,3929,Armia Boga,The Prophecy,1995,0,5,USA,"Fantasy, Thriller",2017-5-8,2017,2.5,['USA'],"fantasy, thriller",0,-1.5,6
tt0106308,movie,Army of Darkness,Army of Darkness,0,1992,\N,81,"Comedy,Horror",7.5,155148,3933,Armia ciemności,Army of Darkness,1992,0,6,USA,"Horror, Komedia",2014-8-1,2014,3.0,['USA'],"horror, comedy",0,-1.5,8
tt0859635,movie,Super Troopers 2,Super Troopers 2,0,2018,\N,99,"Comedy,Crime,Mystery",6.1,21708,393843,Straż wiejska 2,Super Troopers 2,2018,0,8,USA,Komedia kryminalna,2018-11-17,2018,4.0,['USA'],komedia kryminalna,0,1.9000000000000004,6
tt0780536,movie,In Bruges,In Bruges,0,2008,\N,107,"Comedy,Crime,Drama",7.9,371411,397071,"Najpierw strzelaj, potem zwiedzaj",In Bruges,2008,0,8,"USA, Wielka Brytania","Dramat, Komedia, Kryminał",2017-6-22,2017,4.0,"['USA', 'GBR']","drama, comedy, crime",0,0.09999999999999964,8
tt1077258,movie,Planet Terror,Planet Terror,0,2007,\N,105,"Action,Comedy,Horror",7.1,192749,401060,Grindhouse: Planet Terror,Planet Terror,2007,0,5,USA,"Horror, Akcja",2010-6-1,2010,2.5,['USA'],"horror, action",0,-2.0999999999999996,7
tt0289879,movie,The Butterfly Effect,The Butterfly Effect,0,2004,\N,113,"Drama,Sci-Fi,Thriller",7.6,430587,40252,Efekt motyla,The Butterfly Effect,2004,0,7,"Kanada, USA","Thriller, Sci-Fi",2010-6-1,2010,3.5,"['CAN', 'USA']","thriller, sci-fi",0,-0.5999999999999996,8
tt0066808,movie,Bananas,Bananas,0,1971,\N,82,Comedy,7.0,32355,4041,Bananowy czubek,Bananas,1971,0,8,USA,Komedia,2010-6-1,2010,4.0,['USA'],comedy,0,1.0,7
tt0092618,movie,Barfly,Barfly,0,1987,\N,100,"Comedy,Drama,Romance",7.2,17690,4056,Ćma barowa,Barfly,1987,0,6,USA,Dramat obyczajowy,2014-5-10,2014,3.0,['USA'],dramat obyczajowy,0,-1.2000000000000002,7
tt0338706,movie,Alexandra's Project,Alexandra's Project,0,2003,\N,103,"Drama,Mystery,Thriller",6.5,4713,40683,Tajemnica Aleksandry,Alexandra's Project,2003,0,7,Australia,"Dramat, Thriller",2014-10-28,2014,3.5,['AUS'],"drama, thriller",0,0.5,6
tt0949731,movie,The Happening,The Happening,0,2008,\N,91,"Drama,Mystery,Sci-Fi",5.0,189038,411786,Zdarzenie,The Happening,2008,0,6,"Indie, USA","Thriller, Sci-Fi",2014-10-17,2014,3.0,"['IND', 'USA']","thriller, sci-fi",0,1.0,5
tt0105812,movie,White Men Can't Jump,White Men Can't Jump,0,1992,\N,115,"Comedy,Drama,Sport",6.8,70824,4160,Biali nie potrafią skakać,White Men Can't Jump,1992,0,6,USA,"Komedia, Sportowy",2017-4-2,2017,3.0,['USA'],"comedy, sportowy",0,-0.7999999999999998,7
tt0090728,movie,Big Trouble in Little China,Big Trouble in Little China,0,1986,\N,99,"Action,Adventure,Comedy",7.3,116149,4185,Wielka draka w chińskiej dzielnicy,Big Trouble in Little China,1986,0,9,USA,"Fantasy, Komedia, Akcja",2013-4-24,2013,4.5,['USA'],"fantasy, comedy, action",0,1.7000000000000002,7
tt0959337,movie,Revolutionary Road,Revolutionary Road,0,2008,\N,119,"Drama,Romance",7.3,183140,419862,Droga do szczęścia,Revolutionary Road,2008,0,8,"USA, Wielka Brytania",Melodramat,2017-12-6,2017,4.0,"['USA', 'GBR']",melodramat,0,0.7000000000000002,7
tt0985694,movie,Machete,Machete,0,2010,\N,105,"Action,Crime,Thriller",6.6,184896,420755,Maczeta,Machete,2010,0,5,USA,Akcja,2013-9-6,2013,2.5,['USA'],action,0,-1.5999999999999996,7
tt0985699,movie,Valkyrie,Valkyrie,0,2008,\N,121,"Drama,History,Thriller",7.1,217973,424416,Walkiria,Valkyrie,2008,0,6,"Niemcy, USA","Biograficzny, Dramat historyczny",2010-6-2,2010,3.0,"['DEU', 'USA']","biographic, dramat historyczny",0,-1.0999999999999996,7
tt0993846,movie,The Wolf of Wall Street,The Wolf of Wall Street,0,2013,\N,180,"Biography,Crime,Drama",8.2,1076474,426597,Wilk z Wall Street,The Wolf of Wall Street,2013,0,5,USA,"Biograficzny, Komedia kryminalna",2014-2-7,2014,2.5,['USA'],"biographic, komedia kryminalna",0,-3.1999999999999993,8
tt0986263,movie,Surrogates,Surrogates,0,2009,\N,89,"Action,Crime,Sci-Fi",6.3,164950,430428,Surogaci,Surrogates,2009,0,5,USA,"Thriller, Sci-Fi",2010-6-2,2010,2.5,['USA'],"thriller, sci-fi",0,-1.2999999999999998,6
tt0887883,movie,Burn After Reading,Burn After Reading,0,2008,\N,96,"Comedy,Crime,Drama",7.0,293861,430851,Tajne przez poufne,Burn After Reading,2008,0,8,"Francja, USA, Wielka Brytania",Komedia kryminalna,2014-5-3,2014,4.0,"['FRA', 'USA', 'GBR']",komedia kryminalna,0,1.0,7
tt1032755,movie,RocknRolla,RocknRolla,0,2008,\N,114,"Action,Crime,Thriller",7.3,223729,441997,Rock'N'Rolla,RocknRolla,2008,0,7,Wielka Brytania,Kryminał,2010-6-2,2010,3.5,['GBR'],crime,0,-0.2999999999999998,7
tt0088889,movie,Cat's Eye,Cat's Eye,0,1985,\N,94,"Comedy,Horror,Thriller",6.3,21502,4475,Oko kota,Cat's Eye,1985,0,7,USA,"Horror, Komedia, Nowele filmowe",2017-9-9,2017,3.5,['USA'],"horror, comedy, nowele filmowe",0,0.7000000000000002,6
tt1060277,movie,Cloverfield,Cloverfield,0,2008,\N,85,"Horror,Sci-Fi,Thriller",7.0,358021,448713,Projekt: Monster,Cloverfield,2008,0,9,USA,"Akcja, Sci-Fi",2019-3-16,2019,4.5,['USA'],"action, sci-fi",0,2.0,7
tt1068680,movie,Yes Man,Yes Man,0,2008,\N,104,"Comedy,Romance",6.8,317068,450915,Jestem na tak,Yes Man,2008,0,7,"Australia, USA",Komedia rom.,2011-7-5,2011,3.5,"['AUS', 'USA']",komedia rom.,0,0.20000000000000018,7
tt1003034,movie,Perrier's Bounty,Perrier's Bounty,0,2009,\N,88,"Action,Comedy,Crime",6.4,6108,451718,Sposób na gangstera,Perrier's Bounty,2009,0,6,"Irlandia, Wielka Brytania","Dramat, Komedia kryminalna",2018-5-6,2018,3.0,"['IRL', 'GBR']","drama, komedia kryminalna",0,-0.40000000000000036,6
tt1073498,movie,Meet the Spartans,Meet the Spartans,0,2008,\N,86,Comedy,2.8,98750,452679,Poznaj moich Spartan,Meet the Spartans,2008,0,3,USA,Komedia,2010-6-2,2010,1.5,['USA'],comedy,0,0.20000000000000018,3
tt1053424,movie,Repo Men,Repo Men,0,2010,\N,111,"Action,Adventure,Crime",6.3,97480,452824,Repo Men - Windykatorzy,Repo Men,2010,0,7,"Kanada, USA","Thriller, Akcja, Sci-Fi",2014-8-1,2014,3.5,"['CAN', 'USA']","thriller, action, sci-fi",0,0.7000000000000002,6
tt0814314,movie,Seven Pounds,Seven Pounds,0,2008,\N,123,Drama,7.6,274051,459974,Siedem dusz,Seven Pounds,2008,0,6,USA,Dramat,2010-6-1,2010,3.0,['USA'],drama,0,-1.5999999999999996,8
tt1054606,movie,The Imaginarium of Doctor Parnassus,The Imaginarium of Doctor Parnassus,0,2009,\N,123,"Adventure,Comedy,Fantasy",6.8,140337,461432,Parnassus,The Imaginarium of Doctor Parnassus,2009,1,9,"Francja, Kanada, Wielka Brytania","Fantasy, Przygodowy",2010-6-1,2010,4.5,"['FRA', 'CAN', 'GBR']","fantasy, przygodowy",0,2.2,7
tt1125849,movie,The Wrestler,The Wrestler,0,2008,\N,109,"Drama,Sport",7.9,280759,461946,Zapaśnik,The Wrestler,2008,0,8,"Francja, USA","Dramat obyczajowy, Sportowy",2011-7-5,2011,4.0,"['FRA', 'USA']","dramat obyczajowy, sportowy",0,0.09999999999999964,8
tt1001526,movie,Megamind,Megamind,0,2010,\N,95,"Action,Animation,Comedy",7.2,214005,463226,Megamocny,Megamind,2010,0,4,USA,"Animacja, Familijny, Komedia, Sci-Fi",2013-7-30,2013,2.0,['USA'],"animacja, familijny, comedy, sci-fi",0,-3.2,7
tt1017460,movie,Splice,Splice,0,2009,\N,104,"Drama,Horror,Sci-Fi",5.7,89400,463455,Istota,Splice,2009,0,8,"Francja, Kanada, USA","Thriller, Sci-Fi",2016-9-7,2016,4.0,"['FRA', 'CAN', 'USA']","thriller, sci-fi",0,2.3,6
tt1130884,movie,Shutter Island,Shutter Island,0,2010,\N,138,"Mystery,Thriller",8.1,1041976,464256,Wyspa tajemnic,Shutter Island,2010,0,9,USA,"Dramat, Thriller",2011-1-4,2011,4.5,['USA'],"drama, thriller",0,0.9000000000000004,8
tt1136608,movie,District 9,District 9,0,2009,\N,112,"Action,Sci-Fi,Thriller",7.9,615045,464478,Dystrykt 9,District 9,2009,1,8,"Kanada, Nowa Zelandia, RPA, USA","Dramat, Sci-Fi",2010-6-1,2010,4.0,"['CAN', 'NZL', 'UNK', 'USA']","drama, sci-fi",0,0.09999999999999964,8
tt1014759,movie,Alice in Wonderland,Alice in Wonderland,0,2010,\N,108,"Adventure,Family,Fantasy",6.4,366170,465818,Alicja w Krainie Czarów,Alice in Wonderland,2010,0,6,USA,"Familijny, Fantasy, Przygodowy",2011-1-14,2011,3.0,['USA'],"familijny, fantasy, przygodowy",0,-0.40000000000000036,6
tt5308322,movie,Happy Death Day,Happy Death Day,0,2017,\N,96,"Horror,Mystery,Thriller",6.5,99497,465839,Śmierć nadejdzie dziś,Happy Death Day,2017,0,7,USA,Horror,2017-11-6,2017,3.5,['USA'],horror,0,0.5,6
tt1010048,movie,Slumdog Millionaire,Slumdog Millionaire,0,2008,\N,120,"Drama,Romance",8.0,762040,468296,Slumdog. Milioner z ulicy,Slumdog Millionaire,2008,0,6,Wielka Brytania,Dramat,2010-6-1,2010,3.0,['GBR'],drama,0,-2.0,8
tt0084787,movie,The Thing,The Thing,0,1982,\N,109,"Horror,Mystery,Sci-Fi",8.1,343777,4713,Coś,The Thing,1982,0,8,USA,"Horror, Sci-Fi",2010-6-9,2010,4.0,['USA'],"horror, sci-fi",0,-0.09999999999999964,8
tt1179891,movie,My Bloody Valentine,My Bloody Valentine,0,2009,\N,101,"Horror,Mystery,Thriller",5.4,51801,472800,Krwawe walentynki,My Bloody Valentine,2009,0,4,USA,Horror,2015-9-20,2015,2.0,['USA'],horror,0,-1.4000000000000004,5
tt1126590,movie,Big Eyes,Big Eyes,0,2014,\N,106,"Biography,Crime,Drama",7.0,80096,472866,Wielkie oczy,Big Eyes,2014,0,7,USA,"Biograficzny, Dramat",2015-1-8,2015,3.5,['USA'],"biographic, drama",0,0.0,7
tt1300851,movie,The Boondock Saints II: All Saints Day,The Boondock Saints II: All Saints Day,0,2009,\N,118,"Action,Crime,Thriller",6.3,59539,476276,Święci z Bostonu II - Dzień Wszystkich Świętych,The Boondock Saints II: All Saints Day,2009,0,3,USA,"Kryminał, Sensacyjny",2017-3-12,2017,1.5,['USA'],"crime, sensacyjny",0,-3.3,6
tt1213663,movie,The World's End,The World's End,0,2013,\N,109,"Action,Comedy,Sci-Fi",7.0,243787,479133,To już jest koniec,The World's End,2013,0,7,"Japonia, USA, Wielka Brytania","Komedia, Akcja, Sci-Fi",2014-10-7,2014,3.5,"['JPN', 'USA', 'GBR']","comedy, action, sci-fi",0,0.0,7
tt1219342,movie,Legend of the Guardians: The Owls of Ga'Hoole,Legend of the Guardians: The Owls of Ga'Hoole,0,2010,\N,97,"Action,Adventure,Animation",6.9,74987,479701,Legendy sowiego królestwa: Strażnicy Ga'Hoole,Legend of the Guardians: The Owls of Ga'Hoole,2010,0,7,"Australia, USA","Animacja, Przygodowy",2015-11-6,2015,3.5,"['AUS', 'USA']","animacja, przygodowy",0,0.09999999999999964,7
tt0978762,movie,Mary and Max,Mary and Max,0,2009,\N,92,"Animation,Comedy,Drama",8.1,154919,479892,Mary i Max,Mary and Max,2009,0,8,Australia,"Animacja, Dramat, Komedia",2018-12-1,2018,4.0,['AUS'],"animacja, drama, comedy",0,-0.09999999999999964,8
tt1178663,movie,Whatever Works,Whatever Works,0,2009,\N,93,"Comedy,Romance",7.1,68103,480036,"Co nas kręci, co nas podnieca",Whatever Works,2009,0,8,"Francja, USA",Komedia obycz.,2010-6-1,2010,4.0,"['FRA', 'USA']",komedia obycz.,0,0.9000000000000004,7
tt1204977,movie,Ouija,Ouija,0,2014,\N,89,"Horror,Mystery,Thriller",4.5,45316,482800,Diabelska plansza Ouija,Ouija,2014,0,6,USA,Horror,2014-11-20,2014,3.0,['USA'],horror,0,1.5,4
