tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Kraj produkcji,Gatunek,Data,Rok,OcenaImdb,KrajKod,genre_eng,similarity,diff,averageRating_int
tt1959490,movie,Noah,Noah,0,2014,\N,138,"Action,Adventure,Drama",5.8,233300,622318,Noe: Wybrany przez Boga,Noah,2014,0,7,USA,"Dramat, Fantasy",2015-9-11,2015,3.5,['USA'],"drama, fantasy",0,1.2000000000000002,6
tt1763264,movie,No One Lives,No One Lives,0,2012,\N,86,"Horror,Thriller",6.0,17334,623013,Nie przeżyje nikt,No One Lives,2012,0,6,"USA, Wielka Brytania",Horror,2014-9-26,2014,3.0,"['USA', 'GBR']",horror,0,0.0,6
tt0116922,movie,Lost Highway,Lost Highway,0,1997,\N,134,"Mystery,Thriller",7.6,121954,624,Zagubiona autostrada,Lost Highway,1997,1,9,"Francja, USA","Dramat, Kryminał, Thriller",2010-6-1,2010,4.5,"['FRA', 'USA']","drama, crime, thriller",0,1.4000000000000004,8
tt1931533,movie,Seven Psychopaths,Seven Psychopaths,0,2012,\N,110,"Comedy,Crime",7.2,228438,624742,7 psychopatów,Seven Psychopaths,2012,0,6,Wielka Brytania,Komedia kryminalna,2013-11-12,2013,3.0,['GBR'],komedia kryminalna,0,-1.2000000000000002,7
tt3759416,movie,Astérix: Le domaine des dieux,Astérix: Le domaine des dieux,0,2014,\N,85,"Adventure,Animation,Comedy",6.9,10494,625402,Asteriks i Obeliks: Osiedle Bogów,Astérix: Le domaine des dieux,2014,0,8,Francja,"Animacja, Familijny, Komedia, Przygodowy",2016-1-22,2016,4.0,['FRA'],"animacja, familijny, comedy, przygodowy",0,1.0999999999999996,7
tt1951264,movie,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,0,2013,\N,146,"Action,Adventure,Sci-Fi",7.5,586140,627599,Igrzyska śmierci: W pierścieniu ognia,The Hunger Games: Catching Fire,2013,0,7,USA,"Akcja, Sci-Fi",2013-12-15,2013,3.5,['USA'],"action, sci-fi",0,-0.5,8
tt1980209,movie,Pain & Gain,Pain & Gain,0,2013,\N,129,"Action,Comedy,Crime",6.4,191579,627751,Sztanga i cash,Pain & Gain,2013,0,8,USA,"Akcja, Komedia kryminalna",2014-3-17,2014,4.0,['USA'],"action, komedia kryminalna",0,1.5999999999999996,6
tt0133093,movie,The Matrix,The Matrix,0,1999,\N,136,"Action,Sci-Fi",8.7,1562789,628,Matrix,The Matrix,1999,0,8,"Australia, USA","Akcja, Sci-Fi",2010-6-9,2010,4.0,"['AUS', 'USA']","action, sci-fi",0,-0.6999999999999993,9
tt0790724,movie,Jack Reacher,Jack Reacher,0,2012,\N,130,"Action,Crime,Thriller",7.0,291413,629392,Jack Reacher: Jednym strzałem,Jack Reacher,2012,0,6,USA,"Kryminał, Akcja",2016-10-10,2016,3.0,['USA'],"crime, action",0,-1.0,7
tt1899353,movie,The Raid: Redemption,Serbuan maut,0,2011,\N,101,"Action,Thriller",7.6,180080,629688,Raid,Serbuan maut,2011,0,8,"Francja, USA, Indonezja",Akcja,2019-3-16,2019,4.0,"['FRA', 'USA', 'IDN']",action,0,0.40000000000000036,8
tt1912398,movie,God Bless America,God Bless America,0,2011,\N,105,"Adventure,Comedy,Crime",7.2,66522,629795,"Boże, błogosław Amerykę",God Bless America,2011,0,8,USA,"Dramat, Komedia",2015-10-11,2015,4.0,['USA'],"drama, comedy",0,0.7999999999999998,7
tt1971325,movie,Automata,Autómata,0,2014,\N,109,"Action,Sci-Fi,Thriller",6.1,51922,630041,Automata,Autómata,2014,0,7,"Hiszpania, Kanada, USA, Bułgaria","Thriller, Sci-Fi",2015-5-18,2015,3.5,"['ESP', 'CAN', 'USA', 'BGR']","thriller, sci-fi",0,0.9000000000000004,6
tt1854513,movie,Blancanieves,Blancanieves,0,2012,\N,104,"Drama,Fantasy",7.5,9934,631575,Śnieżka,Blancanieves,2012,1,10,"Belgia, Francja, Hiszpania","Dramat, Fantasy, Niemy",2013-8-24,2013,5.0,"['BEL', 'FRA', 'ESP']","drama, fantasy, silent",0,2.5,8
tt1956620,movie,Sex Tape,Sex Tape,0,2014,\N,94,"Comedy,Romance",5.1,102754,638531,Sekstaśma,Sex Tape,2014,0,4,USA,Komedia,2019-6-26,2019,2.0,['USA'],comedy,0,-1.0999999999999996,5
tt2106476,movie,The Hunt,Jagten,0,2012,\N,115,Drama,8.3,252783,640318,Polowanie,Jagten,2012,0,8,"Dania, Szwecja",Dramat obyczajowy,2016-12-3,2016,4.0,"['DNK', 'SWE']",dramat obyczajowy,0,-0.3000000000000007,8
tt1951238,movie,Scarlet Road,Scarlet Road,0,2011,\N,106,Documentary,7.1,112,641829,Inna seksmisja,Scarlet Road,2011,0,8,Australia,Dokumentalny,2013-10-16,2013,4.0,['AUS'],documentary,0,0.9000000000000004,7
tt0113409,movie,In the Mouth of Madness,In the Mouth of Madness,0,1994,\N,95,"Drama,Horror,Mystery",7.2,56308,6419,W paszczy szaleństwa,In the Mouth of Madness,1994,0,8,USA,Horror,2019-8-4,2019,4.0,['USA'],horror,0,0.7999999999999998,7
tt2103281,movie,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,0,2014,\N,130,"Action,Adventure,Drama",7.6,397125,644064,Ewolucja planety małp,Dawn of the Planet of the Apes,2014,0,8,USA,"Dramat, Akcja, Sci-Fi",2015-8-25,2015,4.0,['USA'],"drama, action, sci-fi",0,0.40000000000000036,8
tt2024432,movie,Identity Thief,Identity Thief,0,2013,\N,111,"Comedy,Crime,Drama",5.7,118412,644179,Złodziej tożsamości,Identity Thief,2013,0,6,USA,Komedia kryminalna,2015-9-13,2015,3.0,['USA'],komedia kryminalna,0,0.2999999999999998,6
tt1727770,movie,Absolutely Anything,Absolutely Anything,0,2015,\N,85,"Comedy,Sci-Fi",6.0,36459,644574,Czego dusza zapragnie,Absolutely Anything,2015,0,6,"USA, Wielka Brytania","Komedia, Sci-Fi",2017-4-22,2017,3.0,"['USA', 'GBR']","comedy, sci-fi",0,0.0,6
tt1798709,movie,Her,Her,0,2013,\N,126,"Drama,Romance,Sci-Fi",8.0,491010,646395,Ona,Her,2013,0,8,USA,"Melodramat, Sci-Fi",2017-4-15,2017,4.0,['USA'],"melodramat, sci-fi",0,0.0,8
tt1706620,movie,Snowpiercer,Snowpiercer,0,2013,\N,126,"Action,Drama,Sci-Fi",7.1,254501,649608,Snowpiercer: Arka przyszłości,Snowpiercer,2013,0,8,"Czechy, Francja, USA, Korea Południowa","Thriller, Akcja, Sci-Fi",2015-5-26,2015,4.0,"['CZE', 'FRA', 'USA', 'KOR']","thriller, action, sci-fi",0,0.9000000000000004,7
tt2300975,movie,Jessabelle,Jessabelle,0,2014,\N,90,"Horror,Thriller",5.4,21275,652536,Klątwa Jessabelle,Jessabelle,2014,0,3,USA,Horror,2014-12-11,2014,1.5,['USA'],horror,0,-2.4000000000000004,5
tt2339741,movie,The Woman in Black 2: Angel of Death,The Woman in Black 2: Angel of Death,0,2014,\N,98,"Drama,Horror,Thriller",4.8,25359,653414,Anioł śmierci,The Woman in Black 2: Angel of Death,2014,0,7,"Kanada, USA, Wielka Brytania","Dramat, Horror",2015-3-12,2015,3.5,"['CAN', 'USA', 'GBR']","drama, horror",0,2.2,5
tt2334879,movie,White House Down,White House Down,0,2013,\N,131,"Action,Drama,Thriller",6.4,196641,654022,Świat w płomieniach,White House Down,2013,0,3,USA,"Thriller, Akcja",2013-8-23,2013,1.5,['USA'],"thriller, action",0,-3.4000000000000004,6
tt2322441,movie,Fifty Shades of Grey,Fifty Shades of Grey,0,2015,\N,125,"Drama,Romance,Thriller",4.1,284958,655761,Pięćdziesiąt twarzy Greya,Fifty Shades of Grey,2015,0,2,USA,Melodramat,2015-3-31,2015,1.0,['USA'],melodramat,0,-2.0999999999999996,4
tt2404311,movie,The Family,The Family,0,2013,\N,111,"Comedy,Crime,Thriller",6.3,104772,655799,Porachunki,The Family,2013,0,6,"Francja, USA",Komedia kryminalna,2019-7-14,2019,3.0,"['FRA', 'USA']",komedia kryminalna,0,-0.2999999999999998,6
tt2397535,movie,Predestination,Predestination,0,2014,\N,97,"Action,Drama,Mystery",7.5,232847,656595,Przeznaczenie,Predestination,2014,0,7,Australia,"Thriller, Sci-Fi",2015-9-9,2015,3.5,['AUS'],"thriller, sci-fi",0,-0.5,8
tt2034800,movie,The Great Wall,The Great Wall,0,2016,\N,103,"Action,Adventure,Fantasy",5.9,116488,657525,Wielki Mur,The Great Wall,2016,0,3,"Australia, Chiny, Hongkong, Kanada, USA","Fantasy, Przygodowy",2018-8-16,2018,1.5,"['AUS', 'CHN', 'HKG', 'CAN', 'USA']","fantasy, przygodowy",0,-2.9000000000000004,6
tt0790636,movie,Dallas Buyers Club,Dallas Buyers Club,0,2013,\N,117,"Biography,Drama",8.0,412507,657859,Witaj w klubie,Dallas Buyers Club,2013,0,6,USA,"Biograficzny, Dramat",2015-5-14,2015,3.0,['USA'],"biographic, drama",0,-2.0,8
tt2358891,movie,The Great Beauty,La grande bellezza,0,2013,\N,141,Drama,7.8,74500,658317,Wielkie piękno,La grande bellezza,2013,0,9,"Francja, Włochy","Dramat, Komedia",2018-8-3,2018,4.5,"['FRA', 'ITA']","drama, comedy",0,1.2000000000000002,8
tt2179116,movie,The Kings of Summer,The Kings of Summer,0,2013,\N,95,"Adventure,Comedy,Drama",7.1,74520,659015,Królowie lata,The Kings of Summer,2013,0,6,USA,"Dramat, Komedia",2014-9-16,2014,3.0,['USA'],"drama, comedy",0,-1.0999999999999996,7
tt2404463,movie,The Heat,The Heat,0,2013,\N,117,"Action,Comedy,Crime",6.6,156154,659237,Gorący towar,The Heat,2013,0,7,USA,Komedia kryminalna,2013-9-8,2013,3.5,['USA'],komedia kryminalna,0,0.40000000000000036,7
tt0097626,movie,Johnny Handsome,Johnny Handsome,0,1989,\N,94,"Crime,Drama,Thriller",6.2,8395,6613,Przystojniak,Johnny Handsome,1989,0,7,USA,"Dramat, Kryminał, Thriller",2019-2-22,2019,3.5,['USA'],"drama, crime, thriller",0,0.7999999999999998,6
tt2310332,movie,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,0,2014,\N,144,"Adventure,Fantasy",7.4,449176,662242,Hobbit: Bitwa Pięciu Armii,The Hobbit: The Battle of the Five Armies,2014,0,7,"Nowa Zelandia, USA","Fantasy, Przygodowy",2015-1-19,2015,3.5,"['NZL', 'USA']","fantasy, przygodowy",0,-0.40000000000000036,7
tt1911658,movie,Penguins of Madagascar,Penguins of Madagascar,0,2014,\N,92,"Adventure,Animation,Comedy",6.7,74398,664609,Pingwiny z Madagaskaru,Penguins of Madagascar,2014,0,8,USA,"Animacja, Familijny, Komedia, Przygodowy",2015-3-13,2015,4.0,['USA'],"animacja, familijny, comedy, przygodowy",0,1.2999999999999998,7
tt2316204,movie,Alien: Covenant,Alien: Covenant,0,2017,\N,122,"Horror,Sci-Fi,Thriller",6.4,235789,665400,Obcy: Przymierze,Alien: Covenant,2017,0,5,"USA, Wielka Brytania","Horror, Sci-Fi",2017-5-17,2017,2.5,"['USA', 'GBR']","horror, sci-fi",0,-1.4000000000000004,6
tt2406252,movie,Venus in Fur,La Vénus à la fourrure,0,2013,\N,96,Drama,7.2,16513,666828,Wenus w futrze,La Vénus à la fourrure,2013,0,7,"Francja, Polska","Dramat, Komedia",2014-9-16,2014,3.5,"['FRA', 'POL']","drama, comedy",0,-0.20000000000000018,7
tt1726592,movie,Before I Go to Sleep,Before I Go to Sleep,0,2014,\N,92,"Drama,Horror,Mystery",6.3,66662,667242,Zanim zasnę,Before I Go to Sleep,2014,0,7,"Francja, Szwecja, USA, Wielka Brytania","Dramat, Thriller",2014-10-8,2014,3.5,"['FRA', 'SWE', 'USA', 'GBR']","drama, thriller",0,0.7000000000000002,6
tt1014763,movie,Child 44,Child 44,0,2015,\N,137,"Crime,Drama,History",6.5,61462,667468,System,Child 44,2015,0,7,"Czechy, Rosja, USA, Wielka Brytania, Rumunia","Dramat, Thriller",2015-4-29,2015,3.5,"['CZE', 'RUS', 'USA', 'GBR', 'ROU']","drama, thriller",0,0.5,6
tt0110413,movie,Léon: The Professional,Léon,0,1994,\N,110,"Action,Crime,Drama",8.5,960950,671,Leon zawodowiec,Léon,1994,0,8,Francja,"Dramat, Kryminał",2011-7-5,2011,4.0,['FRA'],"drama, crime",0,-0.5,8
tt2488496,movie,Star Wars: Episode VII - The Force Awakens,Star Wars: Episode VII - The Force Awakens,0,2015,\N,138,"Action,Adventure,Sci-Fi",7.9,809260,671051,Gwiezdne wojny: Przebudzenie Mocy,Star Wars: Episode VII - The Force Awakens,2015,0,5,USA,"Przygodowy, Sci-Fi",2017-12-19,2017,2.5,['USA'],"przygodowy, sci-fi",0,-2.9000000000000004,8
tt2452042,movie,The Peanuts Movie,The Peanuts Movie,0,2015,\N,88,"Adventure,Animation,Comedy",7.1,40069,671644,Fistaszki - wersja kinowa,The Peanuts Movie,2015,0,7,USA,"Animacja, Komedia, Przygodowy",2016-1-6,2016,3.5,['USA'],"animacja, comedy, przygodowy",0,-0.09999999999999964,7
tt2172584,movie,Maps to the Stars,Maps to the Stars,0,2014,\N,111,"Comedy,Drama",6.2,35833,671888,Mapy gwiazd,Maps to the Stars,2014,0,7,"Francja, Kanada, Niemcy, USA",Dramat,2015-5-15,2015,3.5,"['FRA', 'CAN', 'DEU', 'USA']",drama,0,0.7999999999999998,6
tt0099785,movie,Home Alone,Home Alone,0,1990,\N,103,"Comedy,Family",7.6,427304,6721,Kevin sam w domu,Home Alone,1990,0,5,USA,"Familijny, Komedia",2010-6-1,2010,2.5,['USA'],"familijny, comedy",0,-2.5999999999999996,8
tt2345759,movie,The Mummy,The Mummy,0,2017,\N,110,"Action,Adventure,Fantasy",5.4,161513,674146,Mumia,The Mummy,2017,0,3,"Chiny, Japonia, USA","Fantasy, Przygodowy",2018-3-24,2018,1.5,"['CHN', 'JPN', 'USA']","fantasy, przygodowy",0,-2.4000000000000004,5
tt2548396,movie,The Cloverfield Paradox,The Cloverfield Paradox,0,2018,\N,102,"Drama,Horror,Mystery",5.5,87435,674704,Paradoks Cloverfield,The Cloverfield Paradox,2018,0,5,USA,Sci-Fi,2018-4-6,2018,2.5,['USA'],sci-fi,0,-0.5,6
tt2321549,movie,The Babadook,The Babadook,0,2014,\N,94,"Drama,Horror",6.8,180262,676364,Babadook,The Babadook,2014,0,6,"Australia, Kanada",Horror,2014-12-8,2014,3.0,"['AUS', 'CAN']",horror,0,-0.7999999999999998,7
tt2718538,movie,Honeymoon,Líbánky,0,2013,\N,98,"Drama,Thriller",6.5,378,680728,Po ślubie,Líbánky,2013,0,8,"Czechy, Słowacja",Dramat,2015-8-31,2015,4.0,"['CZE', 'SVK']",drama,0,1.5,6
tt2802144,movie,Kingsman: The Secret Service,Kingsman: The Secret Service,0,2014,\N,129,"Action,Adventure,Comedy",7.7,559300,682272,Kingsman: Tajne służby,Kingsman: The Secret Service,2014,0,8,"USA, Wielka Brytania","Akcja, Komedia kryminalna",2019-1-23,2019,4.0,"['USA', 'GBR']","action, komedia kryminalna",0,0.2999999999999998,8
tt0829150,movie,Dracula Untold,Dracula Untold,0,2014,\N,92,"Action,Drama,Fantasy",6.3,168631,684356,Dracula: Historia nieznana,Dracula Untold,2014,0,6,"Japonia, USA","Fantasy, Horror",2014-10-28,2014,3.0,"['JPN', 'USA']","fantasy, horror",0,-0.2999999999999998,6
tt2756032,movie,The One I Love,The One I Love,0,2014,\N,91,"Drama,Fantasy,Mystery",7.1,32108,684940,Czworo do pary,The One I Love,2014,0,8,USA,"Dramat, Komedia rom.",2015-5-27,2015,4.0,['USA'],"drama, komedia rom.",0,0.9000000000000004,7
tt2788710,movie,The Interview,The Interview,0,2014,\N,112,"Action,Adventure,Comedy",6.5,291965,686651,Wywiad ze słońcem narodu,The Interview,2014,0,4,USA,"Komedia, Akcja",2015-3-22,2015,2.0,['USA'],"comedy, action",0,-2.5,6
tt0085794,movie,The King of Comedy,The King of Comedy,0,1982,\N,109,"Comedy,Crime,Drama",7.8,76189,6876,Król komedii,The King of Comedy,1982,0,9,USA,"Dramat, Komedia",2019-10-20,2019,4.5,['USA'],"drama, comedy",0,1.2000000000000002,8
tt2872718,movie,Nightcrawler,Nightcrawler,0,2014,\N,117,"Crime,Drama,Thriller",7.9,421722,687674,Wolny strzelec,Nightcrawler,2014,0,7,USA,"Dramat, Kryminał",2014-12-10,2014,3.5,['USA'],"drama, crime",0,-0.9000000000000004,8
tt0110357,movie,The Lion King,The Lion King,0,1994,\N,88,"Adventure,Animation,Drama",8.5,876858,6878,Król Lew,The Lion King,1994,1,10,USA,"Animacja, Familijny",2010-6-1,2010,5.0,['USA'],"animacja, familijny",0,1.5,8
tt2799166,movie,The Pyramid,The Pyramid,0,2014,\N,89,"Action,Adventure,Horror",4.6,22047,688030,Piramida,The Pyramid,2014,0,4,USA,Horror,2015-4-14,2015,2.0,['USA'],horror,0,-0.5999999999999996,5
tt3011894,movie,Wild Tales,Relatos salvajes,0,2014,\N,122,"Comedy,Drama,Thriller",8.1,157951,689545,Dzikie historie,Relatos salvajes,2014,0,10,"Argentyna, Hiszpania",Czarna komedia,2014-10-13,2014,5.0,"['ARG', 'ESP']",czarna komedia,0,1.9000000000000004,8
tt0154421,movie,The Idiots,Idioterne,0,1998,\N,117,"Comedy,Drama",6.8,28406,69,Idioci,Idioterne,1998,0,8,"Dania, Francja, Hiszpania, Holandia, Szwecja, Włochy","Dramat, Komedia",2019-1-11,2019,4.0,"['DNK', 'FRA', 'ESP', 'NLD', 'SWE', 'ITA']","drama, comedy",0,1.2000000000000002,7
tt2910814,movie,The Signal,The Signal,0,2014,\N,97,"Drama,Mystery,Sci-Fi",6.1,59461,692649,Sygnał,The Signal,2014,0,6,USA,"Thriller, Sci-Fi",2015-5-11,2015,3.0,['USA'],"thriller, sci-fi",0,-0.09999999999999964,6
tt2785032,movie,The Little Death,The Little Death,0,2014,\N,96,"Comedy,Drama,Romance",7.1,24039,694348,To właśnie seks,The Little Death,2014,0,9,Australia,Komedia,2015-8-8,2015,4.5,['AUS'],comedy,0,1.9000000000000004,7
tt2404233,movie,Gods of Egypt,Gods of Egypt,0,2016,\N,127,"Action,Adventure,Fantasy",5.4,98486,695338,Bogowie Egiptu,Gods of Egypt,2016,0,6,"Australia, USA","Fantasy, Przygodowy",2016-9-22,2016,3.0,"['AUS', 'USA']","fantasy, przygodowy",0,0.5999999999999996,5
tt2267998,movie,Gone Girl,Gone Girl,0,2014,\N,149,"Drama,Mystery,Thriller",8.1,789003,695409,Zaginiona dziewczyna,Gone Girl,2014,0,8,USA,"Dramat, Thriller",2014-10-16,2014,4.0,['USA'],"drama, thriller",0,-0.09999999999999964,8
tt2884018,movie,Macbeth,Macbeth,0,2015,\N,113,"Drama,History,War",6.6,50195,696196,Makbet,Macbeth,2015,0,8,"Francja, USA, Wielka Brytania",Dramat,2016-9-15,2016,4.0,"['FRA', 'USA', 'GBR']",drama,0,1.4000000000000004,7
tt3183660,movie,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,0,2016,\N,132,"Adventure,Family,Fantasy",7.3,379994,697720,Fantastyczne zwierzęta i jak je znaleźć,Fantastic Beasts and Where to Find Them,2016,0,5,"USA, Wielka Brytania","Familijny, Fantasy, Przygodowy",2016-12-10,2016,2.5,"['USA', 'GBR']","familijny, fantasy, przygodowy",0,-2.3,7
tt3262342,movie,Loving Vincent,Loving Vincent,0,2017,\N,94,"Animation,Biography,Crime",7.8,43401,698207,Twój Vincent,Loving Vincent,2017,0,10,"Polska, Wielka Brytania","Animacja, Dramat, Kryminał",2017-10-6,2017,5.0,"['POL', 'GBR']","animacja, drama, crime",0,2.2,8
tt3184934,movie,The New Girlfriend,Une nouvelle amie,0,2014,\N,108,Drama,6.6,7121,699194,Nowa dziewczyna,Une nouvelle amie,2014,0,3,Francja,Dramat,2015-7-7,2015,1.5,['FRA'],drama,0,-3.5999999999999996,7
tt3231054,movie,Risen,Risen,0,2016,\N,107,"Action,Drama,History",6.3,23362,699641,Zmartwychwstały,Risen,2016,0,3,USA,"Dramat, Biblijny",2016-12-25,2016,1.5,['USA'],"drama, biblijny",0,-3.3,6
tt0116209,movie,The English Patient,The English Patient,0,1996,\N,162,"Drama,Romance,War",7.4,169350,7,Angielski pacjent,The English Patient,1996,1,8,"USA, Wielka Brytania","Melodramat, Wojenny",2011-7-13,2011,4.0,"['USA', 'GBR']","melodramat, war",0,0.5999999999999996,7
tt3450958,movie,War for the Planet of the Apes,War for the Planet of the Apes,0,2017,\N,140,"Action,Adventure,Drama",7.4,210750,700190,Wojna o planetę małp,War for the Planet of the Apes,2017,0,7,"Kanada, Nowa Zelandia, USA","Dramat, Akcja, Sci-Fi",2017-8-10,2017,3.5,"['CAN', 'NZL', 'USA']","drama, action, sci-fi",0,-0.40000000000000036,7
tt1817287,movie,Is the Man Who Is Tall Happy?,Is the Man Who Is Tall Happy?: An Animated Conversation with Noam Chomsky,0,2013,\N,88,"Animation,Biography,Documentary",7.1,3185,700753,Czy Noam Chomsky jest wysoki czy szczęśliwy?,Is the Man Who Is Tall Happy?: An Animated Conversation with Noam Chomsky,2013,0,6,Francja,"Animacja, Dokumentalny",2014-9-16,2014,3.0,['FRA'],"animacja, documentary",0,-1.0999999999999996,7
tt2709768,movie,The Secret Life of Pets,The Secret Life of Pets,0,2016,\N,87,"Adventure,Animation,Comedy",6.5,171251,700817,Sekretne życie zwierzaków domowych,The Secret Life of Pets,2016,0,6,"Japonia, USA","Animacja, Komedia",2016-10-15,2016,3.0,"['JPN', 'USA']","animacja, comedy",0,-0.5,6
tt2866360,movie,Coherence,Coherence,0,2013,\N,89,"Horror,Mystery,Sci-Fi",7.2,94274,701517,Równoległa rzeczywistość,Coherence,2013,0,9,"USA, Wielka Brytania","Thriller, Sci-Fi",2015-11-22,2015,4.5,"['USA', 'GBR']","thriller, sci-fi",0,1.7999999999999998,7
tt0114369,movie,Se7en,Se7en,0,1995,\N,127,"Crime,Drama,Mystery",8.6,1334880,702,Siedem,Se7en,1995,0,8,USA,"Kryminał, Thriller",2010-6-1,2010,4.0,['USA'],"crime, thriller",0,-0.5999999999999996,9
tt3174376,movie,Before I Wake,Before I Wake,0,2016,\N,97,"Drama,Fantasy,Horror",6.2,34970,702289,Zanim się obudzę,Before I Wake,2016,0,4,USA,Horror,2016-11-13,2016,2.0,['USA'],horror,0,-2.2,6
tt3464902,movie,The Lobster,The Lobster,0,2015,\N,119,"Comedy,Drama,Romance",7.1,193305,702950,Lobster,The Lobster,2015,0,7,"Francja, Grecja, Holandia, Irlandia, Wielka Brytania",Thriller,2017-6-11,2017,3.5,"['FRA', 'GRC', 'NLD', 'IRL', 'GBR']",thriller,0,-0.09999999999999964,7
tt3421514,movie,Supercondriaque,Supercondriaque,0,2014,\N,107,Comedy,6.0,7198,703065,Przychodzi facet do lekarza,Supercondriaque,2014,0,7,"Belgia, Francja",Komedia,2018-1-6,2018,3.5,"['BEL', 'FRA']",comedy,0,1.0,6
tt3521164,movie,Moana,Moana,0,2016,\N,107,"Adventure,Animation,Comedy",7.6,238739,704635,Vaiana: Skarb oceanu,Moana,2016,0,5,USA,"Animacja, Familijny, Przygodowy",2017-3-19,2017,2.5,['USA'],"animacja, familijny, przygodowy",0,-2.5999999999999996,8
tt3065204,movie,The Conjuring 2,The Conjuring 2,0,2016,\N,134,"Horror,Mystery,Thriller",7.3,206176,704946,Obecność 2,The Conjuring 2,2016,0,6,USA,Horror,2016-9-3,2016,3.0,['USA'],horror,0,-1.2999999999999998,7
tt2561572,movie,Get Hard,Get Hard,0,2015,\N,100,"Comedy,Crime",6.0,114193,705273,Cienki Bolek,Get Hard,2015,0,8,USA,Komedia,2017-3-8,2017,4.0,['USA'],comedy,0,2.0,6
tt3312830,movie,Youth,Youth,0,2015,\N,124,"Comedy,Drama,Music",7.3,66531,706142,Młodość,Youth,2015,0,9,"Francja, Szwajcaria, Wielka Brytania, Włochy",Dramat,2017-3-1,2017,4.5,"['FRA', 'CHE', 'GBR', 'ITA']",drama,0,1.7000000000000002,7
tt3498820,movie,Captain America: Civil War,Captain America: Civil War,0,2016,\N,147,"Action,Adventure,Sci-Fi",7.8,613006,706209,Kapitan Ameryka: Wojna bohaterów,Captain America: Civil War,2016,0,3,USA,"Akcja, Sci-Fi",2017-8-6,2017,1.5,['USA'],"action, sci-fi",0,-4.8,8
tt3433358,movie,Number One Fan,Elle l'adore,0,2014,\N,104,"Comedy,Drama,Thriller",6.4,1491,706448,Fanka,Elle l'adore,2014,0,6,Francja,"Dramat, Komedia",2015-4-17,2015,3.0,['FRA'],"drama, comedy",0,-0.40000000000000036,6
tt2980592,movie,The Guest,The Guest,0,2014,\N,100,"Action,Comedy,Crime",6.7,84193,707107,Gość,The Guest,2014,0,3,"USA, Wielka Brytania","Thriller, Akcja",2015-9-22,2015,1.5,"['USA', 'GBR']","thriller, action",0,-3.7,7
tt3416742,movie,What We Do in the Shadows,What We Do in the Shadows,0,2014,\N,86,"Comedy,Horror",7.7,134380,707286,Co robimy w ukryciu,What We Do in the Shadows,2014,0,9,"Nowa Zelandia, USA","Horror, Komedia, Dokumentalizowany",2015-6-26,2015,4.5,"['NZL', 'USA']","horror, comedy, dokumentalizowany",0,1.2999999999999998,8
tt3467412,movie,Extinction,Extinction,0,2015,\N,112,"Drama,Horror,Sci-Fi",5.8,15047,708926,Czas wymierania,Extinction,2015,0,6,"Francja, Hiszpania, USA, Węgry","Dramat, Horror, Sci-Fi",2016-10-1,2016,3.0,"['FRA', 'ESP', 'USA', 'HUN']","drama, horror, sci-fi",0,0.20000000000000018,6
tt3504048,movie,Housebound,Housebound,0,2014,\N,107,"Comedy,Horror,Mystery",6.8,30364,710839,Areszt domowy,Housebound,2014,0,9,Nowa Zelandia,"Horror, Komedia",2018-11-12,2018,4.5,['NZL'],"horror, comedy",0,2.2,7
tt0475290,movie,"Hail, Caesar!","Hail, Caesar!",0,2016,\N,106,"Comedy,Drama,Music",6.3,114868,711695,"Ave, Cezar!","Hail, Caesar!",2016,0,7,"Japonia, USA, Wielka Brytania","Dramat, Komedia",2016-2-25,2016,3.5,"['JPN', 'USA', 'GBR']","drama, comedy",0,0.7000000000000002,6
tt3567288,movie,The Visit,The Visit,0,2015,\N,94,"Horror,Mystery,Thriller",6.2,105838,712145,Wizyta,The Visit,2015,0,8,USA,Horror,2017-1-25,2017,4.0,['USA'],horror,0,1.7999999999999998,6
tt2543164,movie,Arrival,Arrival,0,2016,\N,116,"Drama,Mystery,Sci-Fi",7.9,540563,712896,Nowy początek,Arrival,2016,0,8,USA,"Thriller, Sci-Fi",2016-11-30,2016,4.0,['USA'],"thriller, sci-fi",0,0.09999999999999964,8
tt2872750,movie,Shaun the Sheep Movie,Shaun the Sheep Movie,0,2015,\N,85,"Adventure,Animation,Comedy",7.3,34208,712974,Baranek Shaun. Film,Shaun the Sheep Movie,2015,0,6,"Francja, Wielka Brytania","Animacja, Familijny, Przygodowy",2018-4-6,2018,3.0,"['FRA', 'GBR']","animacja, familijny, przygodowy",0,-1.2999999999999998,7
tt2118624,movie,The Final Girls,The Final Girls,0,2015,\N,88,"Comedy,Drama,Fantasy",6.6,31473,713866,Dziewczyny śmierci,The Final Girls,2015,0,7,USA,"Horror, Komedia",2017-9-28,2017,3.5,['USA'],"horror, comedy",0,0.40000000000000036,7
