,ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Komentarz,Kraj produkcji,Gatunek,Data
272,714382,Osad,Residue,2015,,3,,Wielka Brytania,Horror,2017-11-1
273,592775,Mroczna wieża,The Dark Tower,2017,,3,,USA,"Fantasy, Horror",2017-10-19
274,736411,Baby Driver,,2017,,4,,"USA, Wielka Brytania","Komedia, Akcja",2017-10-15
275,630798,Blade Runner 2049,,2017,,7,,"Kanada, USA, Węgry, Wielka Brytania","Thriller, Sci-Fi",2017-10-15
276,776150,Iris,,2016,,3,,"Belgia, Francja",Thriller,2017-10-2
277,716735,Gra Geralda,Gerald's Game,2017,,6,,USA,Thriller,2017-10-2
278,736421,Barry Seal: Król przemytu,American Made,2017,,7,,USA,"Dramat, Polityczny",2017-10-2
279,753082,Amok,,2017,,3,,"Niemcy, Polska, Szwecja",Kryminał,2017-10-1
280,571114,To,It,2017,,7,,"Kanada, USA",Horror,2017-10-1
281,743496,Kingsman: Złoty Krąg,Kingsman: The Golden Circle,2017,,6,,"USA, Wielka Brytania","Akcja, Komedia kryminalna",2017-10-1
282,39495,Pogoda na jutro,,2003,,7,,Polska,"Dramat, Komedia, Obyczajowy",2017-9-26
283,658802,Przełęcz ocalonych,Hacksaw Ridge,2016,,4,,"Australia, USA","Biograficzny, Dramat, Wojenny",2017-9-26
284,703800,iBoy,,2017,,3,,Wielka Brytania,"Thriller, Akcja, Sci-Fi",2017-9-26
285,723068,Surwiwalista,The Survivalist,2015,,5,,Wielka Brytania,Thriller,2017-9-24
286,201190,Wonder Woman,,2017,,7,,"Chiny, Hongkong, USA","Akcja, Sci-Fi",2017-9-21
287,1494,451 stopni Fahrenheita,Fahrenheit 451,1966,,3,,Wielka Brytania,"Dramat, Sci-Fi",2017-9-18
288,224731,Baywatch. Słoneczny patrol,Baywatch,2017,,2,,USA,"Komedia, Akcja",2017-9-17
289,759717,Mokka,Moka,2016,,7,,"Francja, Szwajcaria",Dramat,2017-9-14
290,745253,Kontrola absolutna,I.T.,2016,,2,,"Francja, Irlandia, USA",Kryminał,2017-9-14
291,769502,Pakt krwi,Arsenal,2017,,2,,USA,"Sensacyjny, Thriller",2017-9-14
292,723653,Niepamięć,Remember,2015,,7,,"Kanada, Meksyk, Niemcy, RPA",Dramat,2017-9-14
293,722146,Strażnicy Galaktyki vol. 2,Guardians of the Galaxy Vol. 2,2017,,5,,USA,"Akcja, Sci-Fi",2017-9-6
294,722760,Siedem dni w piekle,7 Days in Hell,2015,,8,,USA,"Komedia, Sportowy",2017-9-2
295,756152,Obdarowani,Gifted,2017,,6,,USA,Dramat,2017-9-2
296,563486,Pionek,Pawn Sacrifice,2014,,5,,USA,"Biograficzny, Dramat",2017-8-31
297,882,Przerwana lekcja muzyki,"Girl, Interrupted",1999,,5,,"Niemcy, USA","Biograficzny, Dramat, Psychologiczny",2017-8-25
298,879,Nie czas na łzy,Boys Don't Cry,1999,,7,,USA,Dramat,2017-8-25
299,718541,Snajper: Dziedzictwo,Sniper: Legacy,2014,,3,,USA,"Thriller, Akcja",2017-8-23
300,124761,W rękach Boga,Something the Lord Made,2004,,7,,USA,"Biograficzny, Dramat",2017-8-12
301,748224,Okja,,2017,,7,,"USA, Korea Południowa","Dramat, Przygodowy, Sci-Fi",2017-8-12
302,674146,Mumia,The Mummy,2017,,2,,"Chiny, Japonia, USA","Fantasy, Przygodowy",2017-8-12
303,748293,The Circle. Krąg,The Circle,2017,,3,,"USA, Zjednoczone Emiraty Arabskie","Thriller, Sci-Fi",2017-8-12
304,700190,Wojna o planetę małp,War for the Planet of the Apes,2017,,5,,"Kanada, Nowa Zelandia, USA","Dramat, Akcja, Sci-Fi",2017-8-11
305,659676,Spider-Man: Homecoming,,2017,,7,,USA,"Akcja, Sci-Fi",2017-8-6
306,727968,Nie oddychaj,Don't Breathe,2016,,3,,USA,Thriller,2017-7-21
307,107101,Constantine,,2005,,7,,"Niemcy, USA","Fantasy, Thriller",2017-7-16
308,32598,Niewierna,Unfaithful,2002,,8,,"Francja, Niemcy, USA",Dramat,2017-7-15
309,744774,Planetarium,,2016,,3,,"Belgia, Francja","Dramat, Fantasy",2017-7-12
310,752725,Dobrze się kłamie w miłym towarzystwie,Perfetti sconosciuti,2016,,8,,Włochy,"Dramat, Komedia",2017-7-12
311,685873,Miliardowy okup,Take Down,2016,,4,,USA,Thriller,2017-7-9
312,786469,Magellan,,2017,,4,,"Australia, USA","Thriller, Sci-Fi",2017-7-9
313,760093,Kłamstwo,Denial,2016,,7,,"USA, Wielka Brytania","Biograficzny, Dramat sądowy",2017-7-9
314,180762,Samotne serca,Lonely Hearts,2006,,7,,"Niemcy, USA",Kryminał,2017-7-9
315,697684,Pojedynek na pustyni,Beyond the Reach,2014,,7,,USA,Thriller,2017-7-8
316,636740,Prześladowani,Persecuted,2014,,4,,USA,"Dramat, Thriller",2017-7-1
317,750415,Wilson,,2017,,6,,USA,"Dramat, Komedia",2017-7-1
318,119831,Wszystko jest iluminacją,Everything Is Illuminated,2005,,7,,USA,"Dramat, Komedia",2017-6-25
319,597664,Geniusz,Genius,2016,,6,,"USA, Wielka Brytania","Biograficzny, Dramat",2017-6-25
320,745754,McImperium,The Founder,2016,,6,,USA,"Biograficzny, Dramat",2017-6-25
321,1019,Lot nad kukułczym gniazdem,One Flew Over the Cuckoo's Nest,1975,,8,,USA,"Dramat, Psychologiczny",2017-6-17
322,6862,Koziorożec Jeden,Capricorn One,1977,,5,,"USA, Wielka Brytania","Dramat, Sensacyjny, Thriller, Sci-Fi",2017-6-17
323,486822,Ghost in the Shell,,2017,,3,,"Chiny, Hongkong, Indie, USA, Wielka Brytania","Thriller, Akcja, Sci-Fi",2017-6-17
324,761006,Catfight,,2016,,6,,USA,Komedia,2017-6-14
325,696071,T2: Trainspotting,,2017,,5,,Wielka Brytania,Dramat,2017-6-10
326,665400,Obcy: Przymierze,Alien: Covenant,2017,,6,,"USA, Wielka Brytania","Horror, Sci-Fi",2017-6-9
327,762881,Sama przeciw wszystkim,Miss Sloane,2016,,8,,"Francja, USA",Dramat,2017-6-9
328,751112,Imperium,,2016,,6,,USA,Thriller,2017-6-6
329,482581,Dziedzictwo Bourne'a,The Bourne Legacy,2012,,7,,USA,Sensacyjny,2017-6-6
330,719676,Światło między oceanami,The Light Between Oceans,2016,,6,,"Nowa Zelandia, USA, Wielka Brytania",Dramat,2017-6-6
331,720973,Hollarsowie,The Hollars,2016,,6,,USA,"Dramat, Komedia, Romans",2017-6-4
332,475159,Adam,,2009,,5,,USA,"Dramat, Komedia, Romans",2017-5-28
333,107556,Amerykańska sielanka,American Pastoral,2016,,6,,USA,Dramat,2017-5-28
334,750704,Uciekaj!,Get Out,2017,,7,,USA,Horror,2017-5-9
335,483333,Mroczne cienie,Dark Shadows,2012,,6,,"Australia, USA, Wielka Brytania","Fantasy, Horror, Komedia",2017-5-7
336,572,Nierozłączni,Dead Ringers,1988,,5,,"Kanada, USA","Dramat, Thriller",2017-4-27
337,657525,Wielki Mur,The Great Wall,2016,,4,,"Australia, Chiny, Hongkong, Kanada, USA","Fantasy, Przygodowy",2017-4-26
338,721794,Głusza,Into the Forest,2015,,3,,Kanada,Dramat,2017-4-18
339,765212,Life,,2017,,7,,USA,"Thriller, Sci-Fi",2017-4-11
340,317089,Watchmen. Strażnicy,Watchmen,2009,,8,,USA,"Dramat, Akcja, Sci-Fi",2017-4-5
341,719113,Sposób na morderstwo,A Kind of Murder,2016,,4,,USA,Kryminał,2017-4-5
342,757770,Odkrycie,The Discovery,2017,,5,,USA,"Romans, Sci-Fi",2017-4-3
343,750258,Split,,2016,,5,,"Japonia, USA",Thriller,2017-3-29
344,713552,Logan: Wolverine,Logan,2017,,6,,"Australia, Kanada, USA","Dramat, Akcja, Sci-Fi",2017-3-25
345,676755,Borgman,,2013,,7,,"Belgia, Dania, Holandia",Thriller,2017-3-23
346,736182,Manchester by the Sea,,2016,,8,,USA,Dramat,2017-2-25
347,753369,Cień mgły,A Patch of Fog,2015,,8,,Wielka Brytania,Thriller,2017-2-20
348,741097,Osaczona,Shut In,2016,,2,,"Francja, Kanada, USA",Thriller,2017-2-18
349,741135,John Wick 2,John Wick: Chapter Two,2017,,2,,USA,"Thriller, Akcja",2017-2-15
350,763312,Sztuka kochania. Historia Michaliny Wisłockiej,,2017,,6,,Polska,"Biograficzny, Dramat",2017-2-6
351,428363,Numer,A Number,2008,,3,,"USA, Wielka Brytania",Dramat obyczajowy,2017-1-30
352,677753,Neon Demon,The Neon Demon,2016,,8,,"Dania, Francja, USA",Thriller,2017-1-30
353,768727,Znajdź mnie,Come and Find Me,2016,,3,,Wielka Brytania,Thriller,2017-1-30
354,640026,Zaraźliwi,Antiviral,2012,,4,,"Francja, Kanada","Horror, Sci-Fi",2017-1-28
355,701195,Uwięziona,Captive,2015,,5,,USA,Thriller,2017-1-27
356,558338,Take This Waltz,,2011,,7,,"Hiszpania, Japonia, Kanada","Dramat, Komedia, Romans",2017-1-24
357,291001,Zbrodnia,A Crime,2006,,7,,"Francja, USA","Dramat, Kryminał, Thriller",2017-1-17
358,163603,Królowie ulicy,Street Kings,2008,,8,,USA,Sensacyjny,2017-1-14
359,4497,Reakcja łańcuchowa,Chain Reaction,1996,,4,,USA,Thriller,2017-1-13
360,477273,Chłopiec A,Boy A,2007,,6,,Wielka Brytania,Dramat obyczajowy,2017-1-11
361,750026,Ukryte piękno,Collateral Beauty,2016,,3,,USA,Dramat,2017-1-7
362,558175,Pasażerowie,Passengers,2016,,5,,USA,"Przygodowy, Sci-Fi",2017-1-5
363,615722,Ściana,Die Wand,2012,,6,,"Austria, Niemcy",Dramat,2016-12-31
364,697182,Tajemnice Manhattanu,Manhattan Nocturne,2016,,5,,USA,Thriller,2016-12-31
365,741821,Aż do piekła,Hell or High Water,2016,,8,,USA,"Dramat, Kryminał",2016-12-28
366,282892,Życie Pi,Life of Pi,2012,,6,,"USA, Wielka Brytania, Tajwan","Dramat, Przygodowy",2016-12-28
367,746389,Sully,,2016,,7,,USA,"Biograficzny, Dramat",2016-12-22
368,731322,Rekiny wojny,War Dogs,2016,,4,,USA,Komedia,2016-11-27
369,744969,Zwierzęta nocy,Nocturnal Animals,2016,,7,,USA,Thriller,2016-11-24
370,491609,Ghostbusters. Pogromcy duchów,Ghostbusters,2016,,3,,USA,"Komedia, Akcja, Sci-Fi",2016-11-20
371,712896,Nowy początek,Arrival,2016,,7,,USA,"Thriller, Sci-Fi",2016-11-17
372,538571,Diabeł,Devil,2010,,7,,USA,Horror,2016-11-15
373,754021,Maruderzy,Marauders,2016,,7,,"Kanada, USA",Akcja,2016-11-15
374,116804,Alpha Dog,,2006,,7,,USA,"Dramat, Kryminał",2016-11-11
375,8111,Niesamowita McCoy,The Real McCoy,1993,,6,,USA,Sensacyjny,2016-11-8
376,526137,Czarny łabędź,Black Swan,2010,,7,,USA,"Dramat, Psychologiczny",2016-11-8
377,651823,Istnienie,Haunter,2013,,4,,"Francja, Kanada",Horror,2016-11-8
378,33188,Urok mordercy,Killing Me Softly,2002,,6,,"USA, Wielka Brytania","Erotyczny, Thriller",2016-11-6
379,740572,Nieznajoma,Complete Unknown,2016,,7,,USA,Dramat,2016-11-5
380,728399,Księgowy,The Accountant,2016,,7,,USA,"Dramat, Sensacyjny",2016-10-31
381,31643,Dom Glassów,The Glass House,2001,,6,,USA,Thriller,2016-10-10
382,746043,Dziewczyna z pociągu,The Girl on the Train,2016,,7,,USA,Thriller,2016-10-10
383,735683,Ostatnia rodzina,,2016,,8,,Polska,Biograficzny,2016-10-3
384,678451,Rebirth,,2016,,5,,USA,Thriller,2016-9-20
385,256637,Mroczna kraina,Dark Country,2009,,8,,USA,Thriller,2016-9-20
386,725816,Legion samobójców,Suicide Squad,2016,,6,,"Kanada, USA","Akcja, Sci-Fi",2016-8-23
387,696433,Iluzja 2,Now You See Me 2,2016,,6,,"Francja, USA","Kryminał, Thriller",2016-8-22
388,105964,Polowanie na rekina,Shark Hunter,2001,tak,2,,USA,"Horror, Przygodowy, Sci-Fi",2016-8-21
389,106411,X-Men: Ostatni bastion,X-Men: The Last Stand,2006,,5,,"Kanada, USA, Wielka Brytania","Akcja, Sci-Fi",2016-8-19
390,732812,Jason Bourne,,2016,,7,,"Chiny, USA, Wielka Brytania",Sensacyjny,2016-8-5
391,699621,Wujek John,Uncle John,2015,,7,,USA,Thriller,2016-7-6
392,714080,Cloverfield Lane 10,10 Cloverfield Lane,2016,,6,,USA,"Thriller, Sci-Fi",2016-7-3
393,704946,Obecność 2,The Conjuring 2,2016,,6,,USA,Horror,2016-6-29
394,726089,Nienasyceni,A Bigger Splash,2015,,5,,"Francja, Włochy","Dramat, Kryminał",2016-6-28
395,747433,Pitbull. Nowe porządki,,2016,,6,,Polska,"Dramat, Sensacyjny",2016-6-22
396,715836,Po tamtej stronie drzwi,The Other Side of the Door,2016,,3,,"Indie, USA, Wielka Brytania",Horror,2016-6-11
397,484601,Wyrok za prawdę,Kill the Messenger,2014,,6,,USA,"Biograficzny, Dramat, Kryminał",2016-6-3
398,698051,X-Men: Apocalypse,,2016,,7,,USA,"Akcja, Sci-Fi",2016-6-3
399,668292,Sprawa zaufania,Trust Me,2013,,7,,USA,"Dramat, Komedia",2016-5-14
400,728264,Colonia,,2015,,7,,"Francja, Luksemburg, Niemcy, Wielka Brytania",Dramat,2016-5-11
401,699976,Point Break - na fali,Point Break,2015,,4,,"Chiny, Niemcy, USA",Akcja,2016-5-5
402,731541,Pokój,Room,2015,,7,,"Irlandia, Kanada, USA, Wielka Brytania",Dramat,2016-5-4
403,702785,Projektantka,The Dressmaker,2015,,5,,Australia,"Dramat, Komedia",2016-4-12
404,687215,Batman v Superman: Świt sprawiedliwości,Batman v Superman: Dawn of Justice,2016,,6,,USA,"Akcja, Sci-Fi",2016-4-11
405,612189,Chappie,,2015,,5,,"RPA, USA","Akcja, Sci-Fi",2016-4-10
406,720241,Anatomia zła,,2015,,5,,Polska,Thriller,2016-4-9
407,30671,"Pół żartem, pół serio",Some Like It Hot,1959,,9,,USA,Komedia,2016-3-31
408,743503,Schmitke,,2014,,8,,"Czechy, Niemcy",Komedia,2016-3-30
409,732548,Big Short,The Big Short,2015,,8,,USA,Dramat,2016-3-27
410,695696,Londyn w ogniu,London Has Fallen,2016,,5,,"USA, Wielka Brytania, Bułgaria","Thriller, Akcja",2016-3-18
411,715591,Nie igraj z ogniem,Digging for Fire,2015,,6,,USA,Dramat,2016-3-16
412,698272,Nikt znikąd,Un illustre inconnu,2014,,6,,Francja,Thriller,2016-3-15
413,643054,Jeżeli nadejdzie jutro,How I Live Now,2013,,7,,Wielka Brytania,Dramat,2016-3-15
414,695003,Sufrażystka,Suffragette,2015,,4,,Wielka Brytania,Dramat,2016-3-14
415,733187,Prawie jak matka,Que Horas Ela Volta?,2015,,8,,Brazylia,Dramat,2016-3-14
416,629224,Igrzyska śmierci: Kosogłos. Część 2,The Hunger Games: Mockingjay Part 2,2015,,3,,"Niemcy, USA","Akcja, Sci-Fi",2016-3-13
417,723550,Spotlight,,2015,,6,,"Kanada, USA",Dramat,2016-3-8
418,514675,Deadpool,,2016,,7,,USA,"Komedia, Akcja, Sci-Fi",2016-3-4
419,695281,Ugotowany,Burnt,2015,,3,,USA,"Dramat, Komedia",2016-3-4
420,677578,Czerwony pająk,,2015,,3,,Polska,Thriller,2016-3-3
421,7846,Morderstwo w Orient Expressie,Murder on the Orient Express,1974,,6,,Wielka Brytania,Kryminał,2016-3-1
422,644817,Łowca czarownic,The Last Witch Hunter,2015,,5,,"Chiny, Kanada, USA","Fantasy, Przygodowy",2016-2-29
423,686359,Victor Frankenstein,,2015,,4,,USA,"Dramat, Horror",2016-2-29
424,631109,"Cześć, Carter",Hello Carter,2013,,5,,Wielka Brytania,"Dramat, Komedia",2016-2-28
425,733808,Strategia mistrza,The Program,2015,,7,,"Francja, Wielka Brytania","Biograficzny, Dramat, Sportowy",2016-2-6
426,708003,Dobre zabijanie,Good Kill,2014,,7,,USA,"Dramat, Thriller",2016-2-3
427,714269,Legend,,2015,,5,,"Francja, USA, Wielka Brytania","Biograficzny, Gangsterski",2016-1-31
428,219650,Ukojenie,Solace,2015,,4,,USA,Thriller,2016-1-31
429,1465,Gwiezdne wojny: Część II - Atak klonów,Star Wars: Episode II - Attack of the Clones,2002,,4,,USA,"Przygodowy, Sci-Fi",2016-1-24
430,520,Gwiezdne wojny: Część I - Mroczne widmo,Star Wars: Episode I - The Phantom Menace,1999,,5,,USA,"Przygodowy, Sci-Fi",2016-1-24
431,527134,Pakt z diabłem,Black Mass,2015,,6,,"USA, Wielka Brytania","Dramat, Kryminał",2016-1-14
432,11900,Zabić drozda,To Kill a Mockingbird,1962,,6,,USA,"Obyczajowy, Prawniczy, Dramat sądowy",2016-1-13
433,648235,Siostry,Perfect Sisters,2014,,6,,Kanada,"Dramat, Kryminał, Thriller",2016-1-12
434,694246,Creed: Narodziny legendy,Creed,2015,,7,,USA,"Dramat, Sportowy",2016-1-12
435,625905,Sekret w ich oczach,Secret in Their Eyes,2015,,6,,USA,"Kryminał, Thriller",2016-1-12
436,638153,Fort Bliss,,2014,,7,,"Turcja, USA",Dramat,2016-1-11
437,713093,Kto tam?,"Knock, Knock",2015,,5,,"USA, Chile","Dramat, Thriller",2016-1-1
438,710094,The Walk. Sięgając chmur,The Walk,2015,,6,,USA,"Biograficzny, Dramat",2016-1-1
439,702950,Lobster,The Lobster,2015,,9,,"Francja, Grecja, Holandia, Irlandia, Wielka Brytania",Thriller,2016-1-1
440,586583,Zjawa,The Revenant,2015,,7,,"Hongkong, USA, Tajwan","Dramat, Przygodowy, Western",2016-1-1
441,31897,Złodzieje rowerów,Ladri di biciclette,1948,,7,,Włochy,Dramat,2015-12-31
442,714192,Nienawistna ósemka,The Hateful Eight,2015,,8,,USA,Western,2015-12-29
443,382751,Ładunek 200,Gruz 200,2007,,8,,Rosja,"Dramat, Thriller",2015-12-22
444,712145,Wizyta,The Visit,2015,,6,,USA,Horror,2015-12-21
445,693468,Blue Ruin,,2013,,6,,"Francja, USA",Thriller,2015-12-21
446,728144,Most szpiegów,Bridge of Spies,2015,,7,,"Indie, Niemcy, USA","Dramat, Thriller",2015-12-15
447,684980,Sils Maria,Clouds of Sils Maria,2014,,7,,"Francja, Niemcy, Szwajcaria, USA",Dramat,2015-12-12
448,702521,American Ultra,,2015,,6,,"Szwajcaria, USA","Komedia, Akcja",2015-12-12
449,718773,"Christmas, Again",,2014,,6,,USA,Melodramat,2015-12-10
450,689561,Manglehorn,,2014,,6,,USA,Dramat,2015-12-10
451,714061,Dziewczynka z kotem,Incompresa,2014,,6,,"Francja, Włochy",Dramat,2015-12-10
452,699194,Nowa dziewczyna,Une nouvelle amie,2014,,7,,Francja,Dramat,2015-12-3
453,557434,Głosy,The Voices,2014,,6,,"Niemcy, USA","Thriller, Komedia kryminalna",2015-11-28
454,947,Żona astronauty,The Astronaut's Wife,1999,,5,,USA,"Dramat, Thriller, Sci-Fi",2015-11-25
455,723530,Nad morzem,By the Sea,2015,,5,,"Francja, USA, Malta",Melodramat,2015-11-23
456,119514,Pan od muzyki,Les choristes,2004,,7,,"Francja, Niemcy, Szwajcaria","Dramat, Muzyczny",2015-11-17
