ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Komentarz,Kraj produkcji,Gatunek,Data
1019,Lot nad kukułczym gniazdem,One Flew Over the Cuckoo's Nest,1975,,8,,USA,"Dramat, Psychologiczny",2017-6-17
6862,Koziorożec Jeden,Capricorn One,1977,,5,,"USA, Wielka Brytania","Dramat, Sensacyjny, Thriller, Sci-Fi",2017-6-17
486822,Ghost in the Shell,,2017,,3,,"Chiny, Hongkong, Indie, USA, Wielka Brytania","Thriller, Akcja, Sci-Fi",2017-6-17
761006,Catfight,,2016,,6,,USA,Komedia,2017-6-14
696071,T2: Trainspotting,,2017,,5,,Wielka Brytania,Dramat,2017-6-10
665400,Obcy: Przymierze,Alien: Covenant,2017,,6,,"USA, Wielka Brytania","Horror, Sci-Fi",2017-6-9
762881,Sama przeciw wszystkim,Miss Sloane,2016,,8,,"Francja, USA",Dramat,2017-6-9
751112,Imperium,,2016,,6,,USA,Thriller,2017-6-6
482581,Dziedzictwo Bourne'a,The Bourne Legacy,2012,,7,,USA,Sensacyjny,2017-6-6
719676,Światło między oceanami,The Light Between Oceans,2016,,6,,"Nowa Zelandia, USA, Wielka Brytania",Dramat,2017-6-6
720973,Hollarsowie,The Hollars,2016,,6,,USA,"Dramat, Komedia, Romans",2017-6-4
475159,Adam,,2009,,5,,USA,"Dramat, Komedia, Romans",2017-5-28
107556,Amerykańska sielanka,American Pastoral,2016,,6,,USA,Dramat,2017-5-28
750704,Uciekaj!,Get Out,2017,,7,,USA,Horror,2017-5-9
483333,Mroczne cienie,Dark Shadows,2012,,6,,"Australia, USA, Wielka Brytania","Fantasy, Horror, Komedia",2017-5-7
572,Nierozłączni,Dead Ringers,1988,,5,,"Kanada, USA","Dramat, Thriller",2017-4-27
657525,Wielki Mur,The Great Wall,2016,,4,,"Australia, Chiny, Hongkong, Kanada, USA","Fantasy, Przygodowy",2017-4-26
721794,Głusza,Into the Forest,2015,,3,,Kanada,Dramat,2017-4-18
765212,Life,,2017,,7,,USA,"Thriller, Sci-Fi",2017-4-11
317089,Watchmen. Strażnicy,Watchmen,2009,,8,,USA,"Dramat, Akcja, Sci-Fi",2017-4-5
719113,Sposób na morderstwo,A Kind of Murder,2016,,4,,USA,Kryminał,2017-4-5
757770,Odkrycie,The Discovery,2017,,5,,USA,"Romans, Sci-Fi",2017-4-3
750258,Split,,2016,,5,,"Japonia, USA",Thriller,2017-3-29
713552,Logan: Wolverine,Logan,2017,,6,,"Australia, Kanada, USA","Dramat, Akcja, Sci-Fi",2017-3-25
676755,Borgman,,2013,,7,,"Belgia, Dania, Holandia",Thriller,2017-3-23
736182,Manchester by the Sea,,2016,,8,,USA,Dramat,2017-2-25
753369,Cień mgły,A Patch of Fog,2015,,8,,Wielka Brytania,Thriller,2017-2-20
741097,Osaczona,Shut In,2016,,2,,"Francja, Kanada, USA",Thriller,2017-2-18
741135,John Wick 2,John Wick: Chapter Two,2017,,2,,USA,"Thriller, Akcja",2017-2-15
763312,Sztuka kochania. Historia Michaliny Wisłockiej,,2017,,6,,Polska,"Biograficzny, Dramat",2017-2-6
428363,Numer,A Number,2008,,3,,"USA, Wielka Brytania",Dramat obyczajowy,2017-1-30
677753,Neon Demon,The Neon Demon,2016,,8,,"Dania, Francja, USA",Thriller,2017-1-30
768727,Znajdź mnie,Come and Find Me,2016,,3,,Wielka Brytania,Thriller,2017-1-30
640026,Zaraźliwi,Antiviral,2012,,4,,"Francja, Kanada","Horror, Sci-Fi",2017-1-28
701195,Uwięziona,Captive,2015,,5,,USA,Thriller,2017-1-27
558338,Take This Waltz,,2011,,7,,"Hiszpania, Japonia, Kanada","Dramat, Komedia, Romans",2017-1-24
291001,Zbrodnia,A Crime,2006,,7,,"Francja, USA","Dramat, Kryminał, Thriller",2017-1-17
163603,Królowie ulicy,Street Kings,2008,,8,,USA,Sensacyjny,2017-1-14
4497,Reakcja łańcuchowa,Chain Reaction,1996,,4,,USA,Thriller,2017-1-13
477273,Chłopiec A,Boy A,2007,,6,,Wielka Brytania,Dramat obyczajowy,2017-1-11
750026,Ukryte piękno,Collateral Beauty,2016,,3,,USA,Dramat,2017-1-7
558175,Pasażerowie,Passengers,2016,,5,,USA,"Przygodowy, Sci-Fi",2017-1-5
615722,Ściana,Die Wand,2012,,6,,"Austria, Niemcy",Dramat,2016-12-31
697182,Tajemnice Manhattanu,Manhattan Nocturne,2016,,5,,USA,Thriller,2016-12-31
741821,Aż do piekła,Hell or High Water,2016,,8,,USA,"Dramat, Kryminał",2016-12-28
282892,Życie Pi,Life of Pi,2012,,6,,"USA, Wielka Brytania, Tajwan","Dramat, Przygodowy",2016-12-28
746389,Sully,,2016,,7,,USA,"Biograficzny, Dramat",2016-12-22
731322,Rekiny wojny,War Dogs,2016,,4,,USA,Komedia,2016-11-27
744969,Zwierzęta nocy,Nocturnal Animals,2016,,7,,USA,Thriller,2016-11-24
491609,Ghostbusters. Pogromcy duchów,Ghostbusters,2016,,3,,USA,"Komedia, Akcja, Sci-Fi",2016-11-20
712896,Nowy początek,Arrival,2016,,7,,USA,"Thriller, Sci-Fi",2016-11-17
538571,Diabeł,Devil,2010,,7,,USA,Horror,2016-11-15
754021,Maruderzy,Marauders,2016,,7,,"Kanada, USA",Akcja,2016-11-15
116804,Alpha Dog,,2006,,7,,USA,"Dramat, Kryminał",2016-11-11
8111,Niesamowita McCoy,The Real McCoy,1993,,6,,USA,Sensacyjny,2016-11-8
526137,Czarny łabędź,Black Swan,2010,,7,,USA,"Dramat, Psychologiczny",2016-11-8
651823,Istnienie,Haunter,2013,,4,,"Francja, Kanada",Horror,2016-11-8
33188,Urok mordercy,Killing Me Softly,2002,,6,,"USA, Wielka Brytania","Erotyczny, Thriller",2016-11-6
740572,Nieznajoma,Complete Unknown,2016,,7,,USA,Dramat,2016-11-5
728399,Księgowy,The Accountant,2016,,7,,USA,"Dramat, Sensacyjny",2016-10-31
31643,Dom Glassów,The Glass House,2001,,6,,USA,Thriller,2016-10-10
746043,Dziewczyna z pociągu,The Girl on the Train,2016,,7,,USA,Thriller,2016-10-10
735683,Ostatnia rodzina,,2016,,8,,Polska,Biograficzny,2016-10-3
678451,Rebirth,,2016,,5,,USA,Thriller,2016-9-20
256637,Mroczna kraina,Dark Country,2009,,8,,USA,Thriller,2016-9-20
725816,Legion samobójców,Suicide Squad,2016,,6,,"Kanada, USA","Akcja, Sci-Fi",2016-8-23
696433,Iluzja 2,Now You See Me 2,2016,,6,,"Francja, USA","Kryminał, Thriller",2016-8-22
105964,Polowanie na rekina,Shark Hunter,2001,tak,2,,USA,"Horror, Przygodowy, Sci-Fi",2016-8-21
106411,X-Men: Ostatni bastion,X-Men: The Last Stand,2006,,5,,"Kanada, USA, Wielka Brytania","Akcja, Sci-Fi",2016-8-19
732812,Jason Bourne,,2016,,7,,"Chiny, USA, Wielka Brytania",Sensacyjny,2016-8-5
699621,Wujek John,Uncle John,2015,,7,,USA,Thriller,2016-7-6
714080,Cloverfield Lane 10,10 Cloverfield Lane,2016,,6,,USA,"Thriller, Sci-Fi",2016-7-3
704946,Obecność 2,The Conjuring 2,2016,,6,,USA,Horror,2016-6-29
726089,Nienasyceni,A Bigger Splash,2015,,5,,"Francja, Włochy","Dramat, Kryminał",2016-6-28
747433,Pitbull. Nowe porządki,,2016,,6,,Polska,"Dramat, Sensacyjny",2016-6-22
715836,Po tamtej stronie drzwi,The Other Side of the Door,2016,,3,,"Indie, USA, Wielka Brytania",Horror,2016-6-11
484601,Wyrok za prawdę,Kill the Messenger,2014,,6,,USA,"Biograficzny, Dramat, Kryminał",2016-6-3
698051,X-Men: Apocalypse,,2016,,7,,USA,"Akcja, Sci-Fi",2016-6-3
668292,Sprawa zaufania,Trust Me,2013,,7,,USA,"Dramat, Komedia",2016-5-14
728264,Colonia,,2015,,7,,"Francja, Luksemburg, Niemcy, Wielka Brytania",Dramat,2016-5-11
699976,Point Break - na fali,Point Break,2015,,4,,"Chiny, Niemcy, USA",Akcja,2016-5-5
731541,Pokój,Room,2015,,7,,"Irlandia, Kanada, USA, Wielka Brytania",Dramat,2016-5-4
702785,Projektantka,The Dressmaker,2015,,5,,Australia,"Dramat, Komedia",2016-4-12
687215,Batman v Superman: Świt sprawiedliwości,Batman v Superman: Dawn of Justice,2016,,6,,USA,"Akcja, Sci-Fi",2016-4-11
612189,Chappie,,2015,,5,,"RPA, USA","Akcja, Sci-Fi",2016-4-10
720241,Anatomia zła,,2015,,5,,Polska,Thriller,2016-4-9
30671,"Pół żartem, pół serio",Some Like It Hot,1959,,9,,USA,Komedia,2016-3-31
743503,Schmitke,,2014,,8,,"Czechy, Niemcy",Komedia,2016-3-30
732548,Big Short,The Big Short,2015,,8,,USA,Dramat,2016-3-27
695696,Londyn w ogniu,London Has Fallen,2016,,5,,"USA, Wielka Brytania, Bułgaria","Thriller, Akcja",2016-3-18
715591,Nie igraj z ogniem,Digging for Fire,2015,,6,,USA,Dramat,2016-3-16
698272,Nikt znikąd,Un illustre inconnu,2014,,6,,Francja,Thriller,2016-3-15
643054,Jeżeli nadejdzie jutro,How I Live Now,2013,,7,,Wielka Brytania,Dramat,2016-3-15
695003,Sufrażystka,Suffragette,2015,,4,,Wielka Brytania,Dramat,2016-3-14
733187,Prawie jak matka,Que Horas Ela Volta?,2015,,8,,Brazylia,Dramat,2016-3-14
629224,Igrzyska śmierci: Kosogłos. Część 2,The Hunger Games: Mockingjay Part 2,2015,,3,,"Niemcy, USA","Akcja, Sci-Fi",2016-3-13
723550,Spotlight,,2015,,6,,"Kanada, USA",Dramat,2016-3-8
514675,Deadpool,,2016,,7,,USA,"Komedia, Akcja, Sci-Fi",2016-3-4
695281,Ugotowany,Burnt,2015,,3,,USA,"Dramat, Komedia",2016-3-4
677578,Czerwony pająk,,2015,,3,,Polska,Thriller,2016-3-3
7846,Morderstwo w Orient Expressie,Murder on the Orient Express,1974,,6,,Wielka Brytania,Kryminał,2016-3-1
644817,Łowca czarownic,The Last Witch Hunter,2015,,5,,"Chiny, Kanada, USA","Fantasy, Przygodowy",2016-2-29
686359,Victor Frankenstein,,2015,,4,,USA,"Dramat, Horror",2016-2-29
631109,"Cześć, Carter",Hello Carter,2013,,5,,Wielka Brytania,"Dramat, Komedia",2016-2-28
733808,Strategia mistrza,The Program,2015,,7,,"Francja, Wielka Brytania","Biograficzny, Dramat, Sportowy",2016-2-6
708003,Dobre zabijanie,Good Kill,2014,,7,,USA,"Dramat, Thriller",2016-2-3
714269,Legend,,2015,,5,,"Francja, USA, Wielka Brytania","Biograficzny, Gangsterski",2016-1-31
219650,Ukojenie,Solace,2015,,4,,USA,Thriller,2016-1-31
1465,Gwiezdne wojny: Część II - Atak klonów,Star Wars: Episode II - Attack of the Clones,2002,,4,,USA,"Przygodowy, Sci-Fi",2016-1-24
520,Gwiezdne wojny: Część I - Mroczne widmo,Star Wars: Episode I - The Phantom Menace,1999,,5,,USA,"Przygodowy, Sci-Fi",2016-1-24
527134,Pakt z diabłem,Black Mass,2015,,6,,"USA, Wielka Brytania","Dramat, Kryminał",2016-1-14
11900,Zabić drozda,To Kill a Mockingbird,1962,,6,,USA,"Obyczajowy, Prawniczy, Dramat sądowy",2016-1-13
648235,Siostry,Perfect Sisters,2014,,6,,Kanada,"Dramat, Kryminał, Thriller",2016-1-12
694246,Creed: Narodziny legendy,Creed,2015,,7,,USA,"Dramat, Sportowy",2016-1-12
625905,Sekret w ich oczach,Secret in Their Eyes,2015,,6,,USA,"Kryminał, Thriller",2016-1-12
638153,Fort Bliss,,2014,,7,,"Turcja, USA",Dramat,2016-1-11
713093,Kto tam?,"Knock, Knock",2015,,5,,"USA, Chile","Dramat, Thriller",2016-1-1
710094,The Walk. Sięgając chmur,The Walk,2015,,6,,USA,"Biograficzny, Dramat",2016-1-1
702950,Lobster,The Lobster,2015,,9,,"Francja, Grecja, Holandia, Irlandia, Wielka Brytania",Thriller,2016-1-1
586583,Zjawa,The Revenant,2015,,7,,"Hongkong, USA, Tajwan","Dramat, Przygodowy, Western",2016-1-1
31897,Złodzieje rowerów,Ladri di biciclette,1948,,7,,Włochy,Dramat,2015-12-31
714192,Nienawistna ósemka,The Hateful Eight,2015,,8,,USA,Western,2015-12-29
382751,Ładunek 200,Gruz 200,2007,,8,,Rosja,"Dramat, Thriller",2015-12-22
712145,Wizyta,The Visit,2015,,6,,USA,Horror,2015-12-21
693468,Blue Ruin,,2013,,6,,"Francja, USA",Thriller,2015-12-21
728144,Most szpiegów,Bridge of Spies,2015,,7,,"Indie, Niemcy, USA","Dramat, Thriller",2015-12-15
684980,Sils Maria,Clouds of Sils Maria,2014,,7,,"Francja, Niemcy, Szwajcaria, USA",Dramat,2015-12-12
702521,American Ultra,,2015,,6,,"Szwajcaria, USA","Komedia, Akcja",2015-12-12
718773,"Christmas, Again",,2014,,6,,USA,Melodramat,2015-12-10
689561,Manglehorn,,2014,,6,,USA,Dramat,2015-12-10
714061,Dziewczynka z kotem,Incompresa,2014,,6,,"Francja, Włochy",Dramat,2015-12-10
699194,Nowa dziewczyna,Une nouvelle amie,2014,,7,,Francja,Dramat,2015-12-3
557434,Głosy,The Voices,2014,,6,,"Niemcy, USA","Thriller, Komedia kryminalna",2015-11-28
947,Żona astronauty,The Astronaut's Wife,1999,,5,,USA,"Dramat, Thriller, Sci-Fi",2015-11-25
723530,Nad morzem,By the Sea,2015,,5,,"Francja, USA, Malta",Melodramat,2015-11-23
119514,Pan od muzyki,Les choristes,2004,,7,,"Francja, Niemcy, Szwajcaria","Dramat, Muzyczny",2015-11-17
709434,Turysta,Force Majeure,2014,,7,,"Dania, Francja, Norwegia, Szwecja","Dramat, Psychologiczny",2015-11-11
654406,Spectre,,2015,,6,,"USA, Wielka Brytania",Sensacyjny,2015-11-9
689989,War Story,,2014,,5,,USA,Dramat,2015-11-6
706142,Młodość,Youth,2015,,6,,"Francja, Szwajcaria, Wielka Brytania, Włochy",Dramat,2015-11-3
493963,Drzwi,Die Tür,2009,,7,,Niemcy,Thriller,2015-11-2
736033,Dar,The Gift,2015,,7,,"Australia, Chiny, USA",Thriller,2015-11-1
30650,Droga do zatracenia,Road to Perdition,2002,,5,,USA,"Dramat, Gangsterski",2015-10-23
712371,Cake,,2014,,7,,USA,Dramat,2015-10-17
714087,Body/Ciało,,2015,,5,,Polska,Dramat,2015-10-12
715533,Marsjanin,The Martian,2015,,8,,"USA, Wielka Brytania",Sci-Fi,2015-10-7
191345,Zodiak,Zodiac,2007,,9,,USA,"Dramat, Kryminał, Thriller",2015-10-5
702809,Agentka,Spy,2015,,6,,USA,"Komedia, Akcja",2015-10-5
583309,Kryptonim U.N.C.L.E.,The Man from U.N.C.L.E.,2015,,6,,"USA, Wielka Brytania","Komedia, Akcja",2015-9-30
695659,Everest,,2015,,6,,"Islandia, USA, Wielka Brytania","Przygodowy, Thriller",2015-9-28
713103,Sicario,,2015,,8,,USA,"Dramat, Kryminał",2015-9-28
490328,Różyczka,,2010,,7,,Polska,Dramat,2015-9-14
657155,Dziewczyna warta grzechu,She's Funny That Way,2014,,7,,"Niemcy, USA",Komedia,2015-9-10
492946,Witamy na Hawajach,Aloha,2015,,6,,USA,"Przygodowy, Komedia rom.",2015-9-10
609966,Do utraty sił,Southpaw,2015,,7,,USA,"Dramat, Sportowy",2015-9-9
686639,Klucz do wieczności,Self/less,2015,,5,,USA,"Thriller, Sci-Fi",2015-9-9
655048,Mission: Impossible - Rogue Nation,,2015,,6,,"Chiny, Hongkong, USA",Sensacyjny,2015-9-2
651260,Grace księżna Monako,Grace of Monaco,2014,,4,,"Belgia, Francja, Szwajcaria, USA, Włochy","Biograficzny, Dramat",2015-9-2
566079,Effie Gray,,2014,,7,,Wielka Brytania,"Biograficzny, Dramat",2015-9-2
699082,Fałszerz,The Forger,2014,,5,,USA,"Kryminał, Thriller",2015-8-24
603315,Zabójczy Joe,Killer Joe,2011,,7,,USA,"Kryminał, Thriller",2015-8-21
555270,Upokorzenie,The Humbling,2014,,6,,"USA, Włochy","Dramat, Komedia",2015-8-17
707286,Co robimy w ukryciu,What We Do in the Shadows,2014,,7,,"Nowa Zelandia, USA","Horror, Komedia, Dokumentalizowany",2015-8-14
512784,Terminator: Genisys,Terminator Genisys,2015,,5,,USA,"Akcja, Sci-Fi",2015-8-14
691412,Rok przemocy,A Most Violent Year,2014,,6,,USA,"Dramat, Kryminał",2015-8-14
666736,Wyjątki z Dekalogu,I lossens time,2013,,6,,"Dania, Szwecja",Dramat,2015-8-6
666433,"O dziewczynie, która wraca nocą sama do domu",A Girl Walks Home Alone at Night,2014,,6,,USA,"Horror, Romans",2015-7-30
257691,Ant-Man,,2015,,5,,USA,"Akcja, Sci-Fi",2015-7-29
632382,Wróg numer jeden,Zero Dark Thirty,2012,,7,,USA,"Thriller, Szpiegowski",2015-7-26
678251,Szybcy i wściekli 7,Furious Seven,2015,,6,,"Japonia, USA",Akcja,2015-7-26
698052,San Andreas,,2015,,6,,"Australia, USA",Katastroficzny,2015-7-8
689545,Dzikie historie,Relatos salvajes,2014,,7,,"Argentyna, Hiszpania",Czarna komedia,2015-7-8
680737,Gunman: Odkupienie,The Gunman,2015,,4,,"Francja, Hiszpania, USA, Wielka Brytania","Thriller, Akcja",2015-7-5
698422,Slow West,,2015,,6,,"Nowa Zelandia, Wielka Brytania",Western,2015-7-5
682082,"Dwa dni, jedna noc","Deux jours, une nuit",2014,,7,,"Belgia, Francja, Włochy",Dramat,2015-6-23
644005,Gra tajemnic,The Imitation Game,2014,,5,,USA,"Biograficzny, Dramat",2015-6-23
556929,Jurassic World,,2015,,7,,USA,"Przygodowy, Sci-Fi",2015-6-18
95747,Mad Max: Na drodze gniewu,Mad Max: Fury Road,2015,,7,,"Australia, USA","Sensacyjny, Sci-Fi",2015-6-4
693142,Niezłomny,Unbroken,2014,,4,,USA,"Biograficzny, Dramat, Wojenny",2015-5-30
663735,Pojmani,The Captive,2014,,6,,Kanada,Thriller,2015-5-25
702937,Carte Blanche,,2015,,6,,Polska,Dramat obyczajowy,2015-5-25
655364,Maggie,,2015,,6,,"Szwajcaria, USA","Dramat, Horror",2015-5-23
694545,Dzika droga,Wild,2014,,7,,USA,"Biograficzny, Dramat",2015-5-21
670219,Więcej niż słowa,Louder Than Words,2013,,3,,USA,"Dramat, Familijny",2015-5-14
700906,Chłopak z sąsiedztwa,The Boy Next Door,2015,,3,,USA,Thriller,2015-5-12
659455,Exodus: Bogowie i królowie,Exodus: Gods and Kings,2014,,3,,"Hiszpania, USA, Wielka Brytania","Dramat, Przygodowy, Biblijny",2015-5-6
602339,Prowincjuszka,Hick,2011,,5,,USA,"Dramat, Komedia",2015-5-2
688030,Piramida,The Pyramid,2014,,2,,USA,Horror,2015-4-26
678657,Nocny pościg,Run All Night,2015,,5,,USA,"Dramat, Kryminał, Akcja",2015-4-21
420136,Chłopiec w pasiastej piżamie,The Boy in the Striped Pyjamas,2008,,7,,"USA, Wielka Brytania","Dramat, Wojenny",2015-4-21
620,Wyspa doktora Moreau,The Island of Dr. Moreau,1996,,7,,USA,"Thriller, Sci-Fi",2015-4-3
686419,Ex Machina,,2015,,7,,Wielka Brytania,"Thriller, Sci-Fi",2015-4-2
655542,Oculus,,2013,,5,,USA,Horror,2015-4-2
482800,Diabelska plansza Ouija,Ouija,2014,,4,,USA,Horror,2015-3-22
106408,Terminal,The Terminal,2004,,6,,USA,Komedia rom.,2015-3-16
419050,Droga,The Road,2009,,7,,USA,"Thriller, Sci-Fi",2015-3-15
626983,Igrzyska śmierci: Kosogłos. Część 1,The Hunger Games: Mockingjay Part 1,2014,,2,,USA,"Akcja, Sci-Fi",2015-2-26
546529,Ida,,2013,,7,,"Dania, Polska",Dramat,2015-2-26
705248,Ziarno prawdy,,2015,,7,,Polska,"Kryminał, Thriller",2015-2-26
298581,Wojna polsko-ruska,,2009,,2,,Polska,Dramat,2015-2-26
658317,Wielkie piękno,La grande bellezza,2013,,8,,"Francja, Włochy","Dramat, Komedia",2015-2-18
654721,Jupiter: Intronizacja,Jupiter Ascending,2015,,5,,"Australia, USA","Akcja, Sci-Fi",2015-2-17
698847,Whiplash,,2014,,7,,USA,"Dramat, Muzyczny",2015-2-16
656040,Snajper,American Sniper,2014,,8,,USA,"Biograficzny, Dramat, Wojenny",2015-2-15
8182,Nocny kowboj,Midnight Cowboy,1969,,7,,USA,Dramat,2015-2-14
691862,Teoria wszystkiego,The Theory of Everything,2014,,5,,Wielka Brytania,"Biograficzny, Dramat",2015-2-9
699881,Służby specjalne,,2014,,6,,Polska,Sensacyjny,2015-2-5
32367,Zmiana pasa,Changing Lanes,2002,,5,,USA,"Dramat, Thriller",2015-2-5
472866,Wielkie oczy,Big Eyes,2014,,5,,USA,"Biograficzny, Dramat",2015-2-3
670003,Uprowadzona 3,Taken 3,2014,,2,,Francja,Sensacyjny,2015-2-2
680709,Birdman,,2014,,8,,USA,"Dramat, Komedia",2015-1-21
36178,Intacto,,2001,,8,,Hiszpania,Sensacyjny,2015-1-19
698144,John Wick,,2014,,6,,"Chiny, USA","Thriller, Akcja",2015-1-17
629125,Boyhood,,2014,,6,,USA,Dramat,2015-1-17
663821,Głupi i głupszy bardziej,Dumb and Dumber To,2014,,3,,USA,Komedia,2015-1-12
662242,Hobbit: Bitwa Pięciu Armii,The Hobbit: The Battle of the Five Armies,2014,,3,,"Nowa Zelandia, USA","Fantasy, Przygodowy",2015-1-11
630714,Sędzia,The Judge,2014,,6,,USA,"Dramat, Kryminał",2015-1-4
691927,Magia w blasku księżyca,Magic in the Moonlight,2014,,5,,USA,Komedia,2015-1-4
702277,Motyl Still Alice,Still Alice,2014,,8,,"Francja, USA",Dramat,2015-1-2
676101,Brudny szmal,The Drop,2014,,7,,USA,"Dramat, Kryminał",2015-1-2
686651,Wywiad ze słońcem narodu,The Interview,2014,,3,,USA,"Komedia, Akcja",2014-12-30
261979,Holiday,The Holiday,2006,,5,,USA,Komedia rom.,2014-12-25
633417,Raport z Europy,Europa Report,2013,,7,,USA,"Thriller, Sci-Fi",2014-12-20
316785,Bez litości,The Equalizer,2014,,7,,USA,Thriller,2014-12-15
562579,Dobrzy ludzie,Good People,2014,,3,,"Dania, Szwecja, USA, Wielka Brytania",Thriller,2014-12-11
656778,Powiedzmy sobie wszystko,This Is Where I Leave You,2014,,6,,USA,"Dramat, Komedia",2014-12-8
636202,Panna Meadows,Miss Meadows,2014,,7,,USA,Dramat,2014-12-7
667242,Zanim zasnę,Before I Go to Sleep,2014,,6,,"Francja, Szwecja, USA, Wielka Brytania","Dramat, Thriller",2014-12-7
651383,Wróg,Enemy,2013,,8,,"Hiszpania, Kanada",Thriller,2014-12-6
656595,Przeznaczenie,Predestination,2014,,7,,Australia,"Thriller, Sci-Fi",2014-12-1
687846,Gdybym tylko tu był,Wish I Was Here,2014,,6,,USA,"Dramat, Komedia",2014-12-1
662081,Mów mi Vincent,St. Vincent,2014,,6,,USA,Komedia,2014-12-1
559315,Wątpliwości,To the Wonder,2012,,4,,USA,Melodramat,2014-11-29
608456,"Jako w piekle, tak i na Ziemi","As Above, So Below",2014,,6,,USA,Horror,2014-11-29
609757,Więzień labiryntu,The Maze Runner,2014,,6,,"Kanada, USA, Wielka Brytania","Thriller, Akcja, Sci-Fi",2014-11-28
293878,Oszukana,Changeling,2008,,8,,USA,Dramat obyczajowy,2014-11-22
655615,Krocząc wśród cieni,A Walk Among the Tombstones,2014,,5,,USA,"Dramat, Kryminał",2014-11-11
660248,Śnieżny ptak,White Bird in a Blizzard,2014,,7,,"Francja, USA","Dramat, Thriller",2014-11-11
30701,Dwunastu gniewnych ludzi,12 Angry Men,1957,,8,,USA,Dramat sądowy,2014-11-11
375629,Interstellar,,2014,,7,,"USA, Wielka Brytania",Sci-Fi,2014-11-11
684901,Udając gliniarzy,Let's Be Cops,2014,,3,,USA,"Komedia, Akcja",2014-11-10
683180,Furia,Fury,2014,,6,,"Chiny, USA, Wielka Brytania","Dramat, Wojenny",2014-11-10
684356,Dracula: Historia nieznana,Dracula Untold,2014,,5,,"Japonia, USA","Fantasy, Horror",2014-11-10
650619,Tylko kochankowie przeżyją,Only Lovers Left Alive,2013,,8,,"Francja, Grecja, Niemcy, USA, Wielka Brytania, Cypr","Horror, Romans",2014-11-5
546202,Rogi,Horns,2013,,6,,"Kanada, USA",Horror,2014-11-5
628545,Rozgrywka,The Two Faces of January,2014,,4,,"Francja, USA, Wielka Brytania",Thriller,2014-11-4
563042,Hercules,,2014,,3,,USA,Przygodowy,2014-11-4
627028,Filozofowie,The Philosophers,2013,,5,,"USA, Indonezja","Dramat, Thriller, Sci-Fi",2014-11-2
463455,Istota,Splice,2009,,6,,"Francja, Kanada, USA","Thriller, Sci-Fi",2014-11-2
693667,Drive Hard,,2014,,4,,"Australia, Kanada, USA","Komedia, Akcja",2014-10-30
420755,Maczeta,Machete,2010,,7,,USA,Akcja,2014-10-25
655358,November Man,The November Man,2014,,5,,USA,Thriller,2014-10-22
676364,Babadook,The Babadook,2014,,6,,"Australia, Kanada",Horror,2014-10-19
694378,Bogowie,,2014,,8,,Polska,"Biograficzny, Dramat",2014-10-19
1417,Tańcząc w ciemnościach,Dancer in the Dark,2000,,9,,"Argentyna, Dania, Finlandia, Francja, Hiszpania, Holandia, Islandia, Niemcy, Norwegia, Szwecja, USA, Wielka Brytania, Włochy","Dramat, Musical",2014-10-13
695409,Zaginiona dziewczyna,Gone Girl,2014,,7,,USA,"Dramat, Thriller",2014-10-13
671888,Mapy gwiazd,Maps to the Stars,2014,,7,,"Francja, Kanada, Niemcy, USA",Dramat,2014-10-11
664974,Frank,,2014,,7,,"Irlandia, Wielka Brytania","Dramat, Komedia",2014-10-11
463952,Autor widmo,The Ghost Writer,2010,,5,,"Francja, Niemcy, Wielka Brytania","Dramat, Thriller",2014-10-9
214272,Sin City: Damulka warta grzechu,Sin City: A Dame to Kill For,2014,,5,,USA,"Kryminał, Thriller",2014-10-6
680642,Locke,,2013,,7,,"USA, Wielka Brytania","Dramat, Thriller",2014-10-3
226856,Małe dzieci,Little Children,2006,,8,,USA,Melodramat,2014-9-30
581986,Kongres,The Congress,2013,,8,,"Belgia, Francja, Luksemburg, Niemcy, Polska, Izrael","Animacja, Dramat, Sci-Fi",2014-9-29
664897,Hardkor Disko,,2014,,6,,Polska,Dramat,2014-9-21
645955,Transformers: Wiek zagłady,Transformers: Age of Extinction,2014,,7,,"Chiny, USA","Akcja, Sci-Fi",2014-9-21
657591,Droga przez Teksas,Prince Avalanche,2013,,7,,USA,"Dramat, Komedia",2014-9-21
648127,Casanova po przejściach,Fading Gigolo,2013,,6,,USA,Komedia,2014-9-21
107974,Monster,,2003,,9,,"Niemcy, USA","Biograficzny, Dramat",2014-9-21
655880,Ostatnia szansa Matta,Matt's Chance,2013,,5,,USA,"Dramat, Komedia",2014-9-21
557330,Czarownica,Maleficent,2014,,7,,USA,"Familijny, Fantasy",2014-9-21
651592,Miasta miłości,Third Person,2013,,5,,"Belgia, Francja, Niemcy, USA, Wielka Brytania",Melodramat,2014-9-21
661817,Grand Budapest Hotel,The Grand Budapest Hotel,2014,,8,,"Niemcy, USA","Dramat, Komedia",2014-9-18
687690,Inna kobieta,The Other Woman,2014,,3,,USA,Komedia,2014-9-16
154668,Facet z ogłoszenia,Must Love Dogs,2005,,5,,USA,Komedia rom.,2014-9-15
11173,Tramwaj zwany pożądaniem,A Streetcar Named Desire,1951,,4,,USA,Dramat,2014-9-15
663000,Teoria wszystkiego,The Zero Theorem,2013,,3,,"Francja, USA, Wielka Brytania, Rumunia","Dramat, Fantasy",2014-9-13
104543,Bezdroża,Sideways,2004,,7,,USA,"Dramat, Komedia, Romans",2014-9-11
